,name,city,state,nirfRank,rank
3377,SDNB Vaishnav College,Chennai,Tamil Nadu,nan,nan
3378,"SEA College of Engineering & Technology, Bangalore",Bangalore,Karnataka,nan,nan
3379,SECT College for Professional Education,Bhopal,Madhya Pradesh,nan,nan
3380,"SES's H.R.Patel Arts Mahila Mahavidyalaya, Shirpur",Shirpur,Maharashtra,nan,nan
3381,"SES`S R.C. Patel Institute of Technology, Shirpur",Shirpur,Maharashtra,nan,nan
3382,SF's Sandip Institute of Technology and Research Centre,Mahiravani,Maharashtra,nan,nan
3383,"SIES (NERUL) College of Arts, Science and Commerce , Navi Mumbai",Navi Mumbai,Maharashtra,nan,nan
3384,SIES Graduate School of Technology,Navi Mumbai,Maharashtra,nan,nan
3385,SJB Institute Of Technology,Bengaluru,Karnataka,nan,nan
3386,"SJB School of Aarchitecture and Planning, Kengeri",Bengaluru,Karnataka,nan,nan
3387,"SKES`S G S Science College, Belgaum",Belagavi,Karnataka,nan,nan
3388,SKN Sinhagad College of Engineering,Pandharpur,Maharashtra,nan,nan
3389,"SKNR Government Arts and Science College, Jagtial",JAGTIAL,Telangana,nan,nan
3390,"SKR & SKR College for Women, Kadapa",Y.S.R Kadapa,Andhra Pradesh,nan,nan
3391,SKSC Degree College,PRODDATUR,Andhra Pradesh,nan,nan
3392,"SM Patel College of Home Science, Vallabh Vidyanagar",Vallabh Vidyanagar,Gujarat,nan,nan
3393,"SML Government Degree College, Yemmiganur",Kurnool,Andhra Pradesh,nan,nan
3394,"SN College, Chempazhanthy, Thiruvananthapuram",Thiruvananthapuram,Kerala,nan,nan
3395,SNS College,Coimbatore,Tamil Nadu,243,nan
3396,SNS College of Engineering,Coimbatore,Tamil Nadu,nan,nan
3397,SNS College of Technology,Coimbatore,Tamil Nadu,nan,nan
3398,SP Degree College,Hyderabad,Telangana,nan,nan
3399,SR Government College for Women Amritsar,Amritsar,Punjab,nan,nan
3400,SR University,Warangal,Telangana,91,nan
3401,"SRI Basaveshwara Government First Grade College, Mayakonda",Mayakonda,Karnataka,nan,nan
3402,"SRI RAMAKRISHNA DENTAL COLLEGE AND HOSPITAL, COIMBATORE",Coimbatore,Tamil Nadu,nan,nan
3403,SRI SADGURU SAI DEGREE COLLEGE,VIZIANAGARAM,Andhra Pradesh,nan,nan
3404,SRI Shirdi Sai Srinivasa Degree College,Vizianagaram,Andhra Pradesh,nan,nan
3405,"SRK Institute of Technology, Enikepadu",VIJAYAWADA,Andhra Pradesh,nan,nan
3406,SRM Arts and Science College,Kanchipuram,Tamil Nadu,nan,nan
3407,SRM Dental College,Chennai,Tamil Nadu,8,nan
3408,"SRM University, Delhi NCR",Sonepat,Haryana,nan,nan
3409,SRM Valliammai Engineering College,Chennai,Tamil Nadu,nan,nan
3410,SS Girls College,GONDIYA,Maharashtra,nan,nan
3411,SSBT's College of Engineering & Technology,Jalgaon,Maharashtra,nan,nan
3412,"SSE Co-Op S`s Late R.B.Garud Kala & Wanijya Mahavidyalaya, Shendurni",Shendurni,Maharashtra,nan,nan
3413,SSM College of Engineering,Namakkal,Tamil Nadu,nan,nan
3414,SSM College of Engineering,Baramula,Jammu and Kashmir,nan,nan
3415,SSM Institute of Engineering and Technology,Dindigul,Tamil Nadu,nan,nan
3416,"SSVPS`s Bhausaheb N.S. Patil Arts & M.F.M.A. Commerce College, Dhule",Dhule,Maharashtra,nan,nan
3417,ST Anns College of Engineering and Technology,CHIRALA,Andhra Pradesh,nan,nan
3418,"ST. ANDREW COLLEGE OF ARTS, SCIENCE & COMMERCE, MUMBAI",Mumbai,Maharashtra,nan,nan
3419,ST. Joseph Engineering College,Mangaluru,Karnataka,nan,nan
3420,"ST. Thomas College, Thrissur",Thrissur,Kerala,nan,nan
3421,"SVCR Degree College, Palamaner Rural",Palamaner,Andhra Pradesh,nan,nan
3422,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,nan,51
3423,SVKM`s Narsee Monjee Institute of Management Studies,nan,nan,25,nan
3424,"SVM Arts/Science/Commerce College, Ilkal",Bagalkot,Karnataka,nan,nan
3425,"SVR Engineering College, Nandyal",Nandyal,Andhra Pradesh,nan,nan
3426,Sacred Heart College,Ernakulam,Kerala,nan,nan
3427,Sacred Heart College,Chalakudy,Kerala,nan,nan
3428,Sacred Heart College (Autonomous),Tirupattur,Tamil Nadu,nan,nan
3429,Sacred Heart Degree College for Women,Bengaluru,Karnataka,nan,nan
3430,"Sacred Heart Institute of Management and Technology, Sitapur",SITAPUR,Uttar Pradesh,nan,nan
3431,"Sadakathullah Appa College, Rahmath Nagar, Palayamkottai",Tirunelveli,Tamil Nadu,nan,nan
3432,Sadguru Gadge Maharaja College,Satara,Maharashtra,nan,nan
3433,"Sadhana Education Societys L S Raheja College of Arts and Commerce, Mumbai",MUMBAI,Maharashtra,nan,nan
3434,Sadhubella Education Societys J Watumull Sadhubella Girls College,Ulhasnagar,Maharashtra,nan,nan
3435,Sagar Institute of Research & Technology,Bhopal,Madhya Pradesh,nan,nan
3436,Sagar Institute of Research & Technology Excellence,Bhopal,Madhya Pradesh,nan,nan
3437,Sagar Institute of Science & Technology,Bhopal,Madhya Pradesh,nan,nan
3438,Sagar Institute of Science Technology & Research (SISTEC-R),Bhopal,Madhya Pradesh,nan,nan
3439,Sagar Institute of Technology and Management,Barabanki,Uttar Pradesh,nan,nan
3440,Sagi Ramakrishnam Raju Engin,Bhimavaram,Andhra Pradesh,292,nan
3441,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,nan,nan
3442,Sahakar Maharshi Late Bhaskarrao Shingne Arts College,Dist. Buldana,Maharashtra,nan,nan
3443,"Sahakar Maharshi Shankarrao Mohite Patil Institute of Technology and Research, Shankarnagar",Akluj,Maharashtra,nan,nan
3444,Saheed Anurup Ch. Mahavidyalaya,Kolkata,West Bengal,nan,nan
3445,"Sahibaganj College, Sahibaganj",Sahibganj,Jharkhand,nan,nan
3446,Sahrdaya College of Engineering & Technology,Kodakara,Kerala,nan,nan
3447,"Sahyadri Bahujan Vidya Prasarak Samajs Sahakarmaharshi Bhausaheb Santuji Thorat College of Arts, Science & Commerce, Dist.Ahmednagar",Ahmadnagar,Maharashtra,nan,nan
3448,Sahyadri College of Engineering & Management,Mangaluru,Karnataka,nan,nan
3449,"Sahyadri Shaikshan Seva Mandals College of Arts and Commerce, Dist Thane",Vasai Virar,Maharashtra,nan,nan
3450,Sai Rajeswari Institute of Technology,Proddatur,Andhra Pradesh,nan,nan
3451,Sai Vidya Institute of Technology,Bengaluru,Karnataka,nan,nan
3452,Saintgits College of Engineering,Kottayam,Kerala,nan,nan
3453,"Sakthi College of Arts and Science for Women, Oddanchatram",Dindigul,Tamil Nadu,nan,nan
3454,Sakus Mission College,Dimapur,Nagaland,nan,nan
3455,Salem Sowdeswari College,Salem,Tamil Nadu,nan,nan
3456,"Salipur College, Salippur, Cuttack",Cuttack,Odisha,nan,nan
3457,"Samrat Ashok Technological Institute, Vidisha",Vidisha,Madhya Pradesh,nan,nan
3458,"Sanatana Dharma College, Alappuzha",Alappuzha,Kerala,nan,nan
3459,Sandan Lal Sanwal Das Khanna Mahila Mahavidyalaya,Prayagraj,Uttar Pradesh,nan,nan
3460,Sandip Foundation's Sandip Institute of Engineering and Management,Nashik,Maharashtra,nan,nan
3461,Sangameshwar College,Solapur,Maharashtra,nan,nan
3462,"Sangola College, Sangola Dist-Solapur",Solapur,Maharashtra,nan,nan
3463,Sanjay Gandhi Postgraduate Institute of Medical Sciences,nan,nan,7,nan
3464,Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh,nan,nan
3465,Sanjivani Rural Education Society`s College of Engineering,Kopargaon,Maharashtra,nan,nan
3466,"Sanjivani Rural Education Society`s Sanjivani Arts, Commerce and Science College",Kopargaon,Maharashtra,nan,nan
3467,"Sankalchand Patel University, Visnagar",Visnagar,Gujarat,nan,nan
3468,Sankara College of Science and Commerce,Coimbatore,Tamil Nadu,nan,nan
3469,Sankardev Mahavidiyalaya,Lakhimpur,Assam,nan,nan
3470,Sanketika Vidya Parishad Engineering College,Visakhapatnam,Andhra Pradesh,nan,nan
3471,Sanskar College of Architecture and Planning,Hapur,Uttar Pradesh,nan,nan
3472,Sanskar College of Engineering & Technology,Ghaziabad,Uttar Pradesh,nan,nan
3473,Sanskrithi School of Engineering,Puttaparthi,Andhra Pradesh,nan,nan
3474,Sanskriti University,MATHURA,Uttar Pradesh,nan,nan
3475,Sant Dnyaneshwar Mahavidyalya Soegaon,Soegaon,Maharashtra,nan,nan
3476,"Sant Gadge Baba Maharaj Art, Commerce & Science College, Walgaon",Walgaon,Maharashtra,nan,nan
3477,"Sant Gajanan Maharaj College of Engineering, Kolhapur",Mahagaon,Maharashtra,nan,nan
3478,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,178,nan
3479,Santhiram Engineering College,Nandyal,Andhra Pradesh,nan,nan
3480,Saptratna Bahuuddeshiya sevabhavi Sanstha v Shikshan Prasarak Mandal Sanchalit B Kedar Computer and Management Science College,Shirur Kasar,Maharashtra,nan,nan
3481,Saradha Gangadharan College,Puducherry,Pondicherry,nan,nan
3482,"Sarah Tucker College, Palayamkottai",Tirunelveli,Tamil Nadu,nan,nan
3483,Saraighat College,Kamrup,Assam,nan,nan
3484,Saranathan College of Engineering,Tiruchirappalli,Tamil Nadu,nan,nan
3485,Saraswat Vidyalayas Sridora Caculo College of Commerce & Management Studies,North Goa,Goa,nan,nan
3486,Saraswati Bhuvan College of Arts & Commerce,Aurangabad,Maharashtra,nan,nan
3487,Saraswati Bhuvan College of Science,Aurangabad,Maharashtra,nan,nan
3488,Saraswati Education Society`s Saraswati College of Engineering,Navi Mumbai,Maharashtra,nan,nan
3489,"Saraswati Higher Education and Technical College of Engineering, Varanasi",VARANASI,Uttar Pradesh,nan,nan
3490,Saraswati Mahila Mahavidyalaya,Palwal,Haryana,nan,nan
3491,Sardar Patel College,Chandrapur,Maharashtra,nan,nan
3492,Sardar Patel College of Engineering,Mumbai,Maharashtra,nan,nan
3493,Sardar Patel Post Graduate Institute of Dental and Medical Sciences,LUCKNOW,Uttar Pradesh,nan,nan
3494,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,58,nan
3495,Sardar Vallabhbhai Patel International School of Textiles and Management,Coimbatore,Tamil Nadu,nan,nan
3496,"Sariya College, Sariya","Suriya, Giridih",Jharkhand,nan,nan
3497,Sarojini Naidu College For Women,North Twenty Four Parganas,West Bengal,nan,nan
3498,Sarvajanik College of Engineering & Technology,Surat,Gujarat,nan,nan
3499,"Sarvajanik College of Engineering & Technology, Faculty of Architecture",Surat-,Gujarat,nan,nan
3500,Sarvajanik College of Law,Surat,Gujarat,nan,nan
3501,Sarvodaya Mahavidyalaya,Chandrapur,Maharashtra,nan,nan
3502,Sasi Creative School of Architecture,Coimbatore,Tamil Nadu,nan,nan
3503,Sasi Institute of Technology & Engineering,Tadepalligudem,Andhra Pradesh,nan,nan
3504,Sasmira`s Institute of Commerce and Science,Mumbai,Maharashtra,nan,nan
3505,"Satavahana University, Karimnagar",Gambhiraopet,Telangana,nan,nan
3506,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,nan,43
3507,"Satish Pradhan Dnyansadhana College, Thane (Arts, Science and Commerce )",Thane,Maharashtra,nan,nan
3508,Satya Degree College (Formerly S. B. G. N. M. Degree College),Vizianagaram,Andhra Pradesh,nan,nan
3509,Satya Krishna Degree College,Vizianagaram,Andhra Pradesh,nan,nan
3510,Satya Rama Degree College,Vizianagaram,Andhra Pradesh,nan,nan
3511,Satyawati College,DELHI,Delhi,nan,nan
3512,Saveetha Engineering College,Sriperumbudur,Tamil Nadu,nan,nan
3513,Saveetha Institute of Medical and Technical Sciences,nan,nan,25,nan
3514,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,nan,26
3515,Savitribai Phule Mahila Mahavidyalaya,Satara,Maharashtra,nan,nan
3516,Savitribai Phule Pune University,Pune,Maharashtra,nan,12
3517,Savitribai Phule Pune University ,Pune,Maharashtra,nan,nan
3518,Sawai Man Singh Medical College,Jaipur,Rajasthan,nan,nan
3519,Sawai Man Singh Medical College,nan,nan,41,nan
3520,Scholar's Institute Of Technology & Management,Guwahati,Assam,nan,nan
3521,"School of Architecture, Indore",Indore,Madhya Pradesh,nan,nan
3522,"School of Communication, Manipal",Udupi,Karnataka,nan,nan
3523,School of Engineering and Technology,Soldha,Haryana,nan,nan
3524,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala,nan,nan
3525,"School of Planning & Architecture, Vijayawada",Vijayawada,Andhra Pradesh,7,nan
3526,"School of Planning and Architecture, Bhopal",Bhopal,Madhya Pradesh,10,nan
3527,"School of Planning and Architecture, New Delhi",New Delhi,Delhi,4,nan
3528,"School of Social Work, Roshni Nilaya, Mangalore",Dakshina Kannada,Karnataka,nan,nan
3529,Science College,Kokrajhar,Assam,nan,nan
3530,Science College,Nanded,Maharashtra,nan,nan
3531,Scient Institute of Technology,Hyderabad,Telangana,nan,nan
3532,Scope College of Engineering,Bhopal,Madhya Pradesh,nan,nan
3533,"Scott Christian College, Nagercoil",Nagercoil,Tamil Nadu,nan,nan
3534,Scottish Church College,Kolkata,West Bengal,nan,nan
3535,Sea College of Nursing,Bangalore,Karnataka,nan,nan
3536,Seacom Engineering College,Haora,West Bengal,nan,nan
3537,"Seema Dental College and Hospital, Rishikesh",Rishikesh,Uttarakhand,nan,nan
3538,Seethalakshmi Ramaswami College,Tiruchirappalli,Tamil Nadu,nan,nan
3539,Selvam College of Technology,Namakkal,Tamil Nadu,nan,nan
3540,Selvamm Arts and Science College,Namakkal,Tamil Nadu,nan,nan
3541,Sengunthar Arts & Science College,Namakkal,Tamil Nadu,nan,nan
3542,Sengunthar College of Engineering,Tiruchengode,Tamil Nadu,nan,nan
3543,Sengunthar Engineering College,Tiruchengode,Tamil Nadu,nan,nan
3544,Senthamil College,Madurai,Tamil Nadu,nan,nan
3545,Seshadripuram Degree College,Mysuru,Karnataka,nan,nan
3546,"Seth Chunilal Amarchand Bohra Law College, Raichur",Raichur,Karnataka,nan,nan
3547,"Seth G B Podar PG College, Nawalgarh",Jhunjhunun,Rajasthan,nan,nan
3548,Seth Jai Parkash Mukand Lal Institute of Engineering & Technology,Yamunanagar,Haryana,nan,nan
3549,"Seth Kesrimal Podwal Arts and Science college, Kamptee",Nagpur,Maharashtra,nan,nan
3550,Seth Phoolchand Agrawal Smriti College Nawapara Rajim,Raipur,Chhattisgarh,nan,nan
3551,"Seth Vishambhar Nath Institute of Engineering & Technology, Barabanki",Bara Banki,Uttar Pradesh,nan,nan
3552,Sethu Institute of Technology,Virudhunagar,Tamil Nadu,nan,nan
3553,"Sethupathi Government Arts College, Ramanathapuram",Ramanathapuram,Tamil Nadu,nan,nan
3554,Shadan College of Engineering & Technology,Hyderabad,Telangana,nan,nan
3555,Shah And Anchor Kutchhi Engineering College,Mumbai Suburban,Maharashtra,nan,nan
3556,Shah N. H. Commerce College,Valsad,Gujarat,nan,nan
3557,Shaheed Bhagat Singh College (Evening),Delhi,Delhi,nan,nan
3558,Shaheed Bhagat Singh State University,Firozepur,Punjab,nan,nan
3559,Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,nan,nan
3560,Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,nan,nan
3561,Shahid Mangal Pandey Government Mahila Mahavidyalaya,Meerut,Uttar Pradesh,nan,nan
3562,"Shambhunath Institute of Engineering and Technology , Allahabad",PRAYAGRAJ,Uttar Pradesh,nan,nan
3563,"Shankarlal Agarwal Science College, Salkesa",Gondiya,Maharashtra,nan,nan
3564,"Shankarlal Khandelwal Arts, Science and Commerce College, Akola.",Akola,Maharashtra,nan,nan
3565,Shankarrao Patil Mahavidyalaya,Bhoom,Maharashtra,nan,nan
3566,Shanmuga Industries Arts & Science College,Tiruvannamalai,Tamil Nadu,nan,nan
3567,Shanmuganathan Engineering College,Pudukkottai,Tamil Nadu,nan,nan
3568,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,nan,24
3569,Shanmugha Arts Science Technology & Research Academy ,Thanjavur,Tamil Nadu,nan,nan
3570,Shantaben Manubhai Patel Institute Architecture and Interior Design,Anand,Gujarat,nan,nan
3571,Shantaram Potdukhe College of Law,Chandrapur,Maharashtra,nan,nan
3572,Shantilal Shah Engineering College,Bhavnagar,Gujarat,nan,nan
3573,Sharad Institute of Technology College of Engineering,Kolhapur,Maharashtra,nan,nan
3574,"Sharad Pawar Arts Commerce College, Gadchandur",Gadchandur,Maharashtra,nan,nan
3575,Sharadchandra Pawar Mahavidyalaya,Lonand,Maharashtra,nan,nan
3576,Sharda University,Greater Noida,Uttar Pradesh,164,nan
3577,Sharnbasva University,Kalaburagi,Karnataka,nan,nan
3578,"SheshadhripuramFirst Grade College, Yelahanka New Town",Bengaluru,Karnataka,nan,nan
3579,"Sheshadripuram Arts, Science & Commerce College, Sheshadripuram",Bangalore,Karnataka,nan,nan
3580,"Sheshadripuram Evening College,Sheshadripuram",Bangalore,Karnataka,nan,nan
3581,"Sheshadripuram Institute of Commerce & Management, Sheshadripuram",Bangalore,Karnataka,nan,nan
3582,Sheshdripuram Academy of Busienss Study,Bangalore,Karnataka,nan,nan
3583,Sheth P.T. Mahila College of Arts & Home Science,Surat,Gujarat,nan,nan
3584,Sheth T J Education Societys Sheth Nanjibhai Khimjibhai Thakkar Thanawala College of Commerce and Sheth Jayantilal Tribhovandas Thanawala College of Arts and Science,Thane (W.),Maharashtra,nan,nan
3585,"Shetkari Shikshan Prasarak Mandal`s Bhagwan Arts, Science & Commerce College, Ashti",Ashti,Maharashtra,nan,nan
3586,"Shiksha Mandal`s Govindram seksaria College of Commerce, Wardha",Wardha,Maharashtra,nan,nan
3587,"Shikshan Maharshi Bapuji Salunkhe Mahavidyalaya, Karad",Karad,Maharashtra,nan,nan
3588,"Shikshan Prasarak Mandal`s Sahebrao Shankarrao Dhamdhere Art & Commerce College, Dist. Pune",Pune,Maharashtra,nan,nan
3589,Shikshan Prasarak Mandal`s Smt. Ratnaprabhadevi Mohite Patil College of Home Science for Women,Akluj,Maharashtra,nan,nan
3590,"Shikshan Prasarak Mandalis Sir Parshurambhau College Arts, Science & Commerce, Pune",Pune,Maharashtra,nan,nan
3591,"Shikshan Prasarak Sanstha`s, Sangamner Nagarpalika Arts, D. J. Malpani Commerce and B. N. Sarda Science College",Ahmednagar,Maharashtra,nan,nan
3592,Shikshan Prasark Mandals Ramnarain Ruia College Matunga Mumbai,Mumbai,Maharashtra,nan,nan
3593,"Shikshan Vikas Mandals S H Kelkar College of Arts, Science and Commerce",Sindhudurg,Maharashtra,nan,nan
3594,Shillong College,East Khasi Hills,Meghalaya,nan,nan
3595,"Shirdi Sai Rural Institute`s Arts, Science & Commerce College, Rahata, Ahmednagar",Rahata,Maharashtra,nan,nan
3596,"Shirur Shikshan Prasarak Mandal`s Chandmal Tarachand Bora Arts, Commerce & Science College, District Pune",Shirur Ghodnadi,Maharashtra,nan,nan
3597,Shiv Nadar University,Dadri,Uttar Pradesh,nan,61
3598,"Shivaji Arts, Commerce and Science College kannad",Kannad,Maharashtra,nan,nan
3599,Shivaji College,Delhi,Delhi,nan,nan
3600,Shivaji Law College,Parbhani,Maharashtra,nan,nan
3601,"Shivaji Mahavidyalaya, Renapur",Latur,Maharashtra,nan,nan
3602,"Shivaji Mahavidyalaya, Udgir",Udgir,Maharashtra,nan,nan
3603,"Shivaraj College of Arts and Commerce & D.S. Kadam Science College, Gadhingla",Kolhapur,Maharashtra,nan,nan
3604,"Shivshakti Arts, Commerce College",Babhulgaon,Maharashtra,nan,nan
3605,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,nan,96
3606,Shree Chanakya Education Societys Indira College,Pune,Maharashtra,nan,nan
3607,Shree Guru Gobind Singh Tricentenary University,Gurgaon,Haryana,nan,nan
3608,Shree K.P. Dholakiya Infotech Mahila College - Amreli,Amreli,Gujarat,nan,nan
3609,Shree M. L. Kakadiya MCA Mahila College,Amreli,Gujarat,nan,nan
3610,Shree Rama Educational Society Group of Institutions,Tirupati,Andhra Pradesh,nan,nan
3611,Shree Ramchandra College of Enginnering,Pune,Maharashtra,nan,nan
3612,Shree Ramkrishna Institute of Computer Education & Applied Sciences,Surat,Gujarat,nan,nan
3613,Shree Sateri Pissani Education Soceity`s Shri Gopal Gaonkar Memorial Goa Multi Faculty College,South Goa,Goa,nan,nan
3614,"Shree Siddeshwar Government I Grade College, Nargund",Nargaund,Karnataka,nan,nan
3615,Shree Swami Atmanand Saraswati Institute of Technology,Surat,Gujarat,nan,nan
3616,Shree Venkateshwara Hi-Tech Engineering College,Erode,Tamil Nadu,nan,nan
3617,Shreeyash Pratishthan`s Shreeyash College of Engineering and Technology,Aurangabad,Maharashtra,nan,nan
3618,"Shri Ambabai Talim Sanstha's Sanjay Bhokre Group of Institutes, Miraj",Sangli,Maharashtra,nan,nan
3619,"Shri Amolak Jain Vidya Prasarak Mandal`s Smt. Shantabai Kantilal Gandhi Arts, Amolak Science and Panalal Hiralal Gandhi Commerce College",Beed,Maharashtra,nan,nan
3620,"Shri Asaramji Bhandwalder Arts, Commerce and Science College",Aurangabad,Maharashtra,nan,nan
3621,"Shri B.M.Patil Medical College, Hospital & Research Centre",Vijayapura,Karnataka,nan,nan
3622,Shri Baburao Patil College of Arts and Science Commerce,Solapur,Maharashtra,nan,nan
3623,Shri Balasaheb Mane Shikshan Prasarak Mandal Ambap`s Ashokrao Mane Group of Institutions,Kolhapur,Maharashtra,nan,nan
3624,"Shri Binzani City College, Umred road",Nagpur,Maharashtra,nan,nan
3625,"Shri Chatrapati Shivaji Kala Mahavidyalaya , Asegaon Purna",Asegaon Purna,Maharashtra,nan,nan
3626,"Shri Chhatrapati Shivaji Arts & Science College, Kallam",Kalamb,Maharashtra,nan,nan
3627,Shri Chhatrapati Shivaji College,Dist. Osmanabad,Maharashtra,nan,nan
3628,Shri Dadasaheb Rajale Education Sanstha`s Dada Patil Rajale Arts & Science College,Ahmednagar,Maharashtra,nan,nan
3629,Shri Dnyanesh Mahavidyalaya,District Chandrapur,Maharashtra,nan,nan
3630,"Shri Dr. R. G. Rathod Arts & Science College, Murtijapur",MURTIZAPUR,Maharashtra,nan,nan
3631,Shri G. S. Institute of Techno,Indore,Madhya Pradesh,240,nan
3632,Shri G. S. Institute of Technology & Science,Indore,Madhya Pradesh,nan,nan
3633,Shri G.L.S. College Banmore,BANMORE,Madhya Pradesh,nan,nan
3634,"Shri Govindrao Munghate Arts & Science College, Kurkheda",Gadchiroli,Maharashtra,nan,nan
3635,Shri Guru Gobind Singhji Institute of Engineering and Technology,Nanded,Maharashtra,nan,nan
3636,"Shri Guru Ram Rai(P.G.) College, Dehradun",Dehradun,Uttarakhand,nan,nan
3637,"Shri Guru Teg Bhadur Khalsa College, Jabalpur",Jabalpur,Madhya Pradesh,nan,nan
3638,"Shri Gurubudhi Swami Mahavidyalaya, Purna",Parbhani,Maharashtra,nan,nan
3639,"Shri Hawagiswami College, Udgir",Udgir,Maharashtra,nan,nan
3640,"Shri K M Mamani Government First Grade, Savadatti",Saundatti,Karnataka,nan,nan
3641,Shri Krishnaswamy College for Women,Chennai,Tamil Nadu,nan,nan
3642,Shri Labhubhai Trivedi Institute of Engineering and Technology,Rajkot,Gujarat,nan,nan
3643,Shri Leuva Patel B.B.A. Mahila College-Amreli,Amreli,Gujarat,nan,nan
3644,Shri M. V. & Smt. N. V. Virani Science College,Rajkot,Gujarat,nan,nan
3645,Shri Madhwa Vadiraja Institute of Technology and Management,Bantakal,Karnataka,nan,nan
3646,Shri Marutrao Ghule Patil Shikshan Sanstha`s Jijamata College of Science & Arts,Dnyaneshwarnagar,Maharashtra,nan,nan
3647,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,101,nan
3648,Shri Morarji Ranchhodji Desai Arts College,Buhari (Virpor) -394630,Gujarat,nan,nan
3649,"Shri Muktanand Arts, Science & Commerce College",Gangapur,Maharashtra,nan,nan
3650,Shri Neminath Jain Brahmacharyashramas College of Engineering,Chandwad,Maharashtra,nan,nan
3651,"Shri Neminath Jain Bramhacharyashram (Jain Gurukul's) Karmaveer Keshavlalji Harakchandji Abad Arts, Shriman Motilalji Giridharilalji Lodha Commerce and Shriman P.H. Jain Science College",Chandwad,Maharashtra,nan,nan
3652,"Shri Pundalik Maharaj College, Nandura Rly",Nandura,Maharashtra,nan,nan
3653,"Shri R. R. Lahoti Science College, Morshi",Amravati,Maharashtra,nan,nan
3654,"Shri Radhakisan Lakshminarayan Toshniwal Science College, Akola",Akola,Maharashtra,nan,nan
3655,Shri Ram College of Commerce,Delhi,Delhi,nan,nan
3656,Shri Ram Institute of Technology,Jabalpur,Madhya Pradesh,nan,nan
3657,Shri Ram Murti Smarak College of Engineering & Technology,Bareilly,Uttar Pradesh,nan,nan
3658,"Shri Ram Murti Smarak College of Engineering Technology & Research, Bareilly",Bareilly,Uttar Pradesh,nan,nan
3659,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,146,nan
3660,Shri Ramswaroop Memorial College of Engineering & Management,Lucknow,Uttar Pradesh,nan,nan
3661,Shri Raosaheb Ramrao Patil Mahavidyalaya,Sangli,Maharashtra,nan,nan
3662,"Shri Sant Gajanan Maharaj Engineering College, Shegaon.",Shegaon,Maharashtra,nan,nan
3663,"Shri Sant Sawata Mali Gramin Mahavidyalaya (Art, Commerce & Sci.)",Aurangabad,Maharashtra,nan,nan
3664,Shri Sathya Sai Medical College and Research Institute,Thiruporur Taluk -,Tamil Nadu,nan,nan
3665,Shri Shahaji Chh. Mahavidyalaya,Dist. Kolhapur,Maharashtra,nan,nan
3666,Shri Shankaracharya Institute of Professional Management & Technology,Raipur,Chhattisgarh,nan,nan
3667,Shri Shankaracharya Mahavidyalaya,Bhilai,Chhattisgarh,nan,nan
3668,Shri Shankaracharya Technical Campus,Bhilai,Chhattisgarh,nan,nan
3669,Shri Shankarlal Sundarbai Shasun Jain College for Women,Chennai,Tamil Nadu,nan,nan
3670,Shri Shikshayatan College,Kolkata,West Bengal,nan,nan
3671,"Shri Shivaji Arts , Commerce College , Morshi Road, Amravati",Amravati,Maharashtra,nan,nan
3672,"Shri Shivaji College of Arts, Commerce and Science",Akola,Maharashtra,nan,nan
3673,"Shri Shivaji College, Parbhani",Parbhani,Maharashtra,nan,nan
3674,Shri Shivaji Mahavidyalaya,Solapur,Maharashtra,nan,nan
3675,"Shri Shivaji Science College , Morshi Road , Amravati.",Amravati,Maharashtra,nan,nan
3676,"Shri Shivaji Science and Arts College, Chikhali",Chikhali,Maharashtra,nan,nan
3677,"Shri Shivaji Vidya Prasarak Sanstha`s Late Bapusahed Shivajirao Deore College of Engineering, Dhule",Dhule,Maharashtra,nan,nan
3678,"Shri Siddaramappa Basappa Mamdapur Arts/Science/Commerce/College, Badami",Badami,Karnataka,nan,nan
3679,"Shri Swami Vivekanand Shikshan Prasarak Mandals Samajbhushan Ganpatrao Kalbhor Arts, Science & Commerce College, Dist.Pune",Lonikalbhor near Hadapsar,Maharashtra,nan,nan
3680,Shri U P Arts & Smt MGP Science & Shri VLS Commerce College,PILVAI-382850,Gujarat,nan,nan
3681,Shri Vaishnav Vidyapeeth Vishwavidyalaya,Indore,Madhya Pradesh,nan,nan
3682,Shri Vijaysinha Yadav College,Kolhapur,Maharashtra,nan,nan
3683,Shri Vile Parle Kelavani Mandal`s Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,Maharashtra,197,nan
3684,"Shri Vile Parle Kelavani Mandals Usha Pravin Gandhi College of Management, Mumbai","Vile Parle (West),",Maharashtra,nan,nan
