,Unnamed: 0,name,city,state,nirf_rank,ranked,rank,nirfRank
334,2138,"BOKARO MAHILA MAHAVIDYALAYA, BOKARO",Bokaro Steel City,Jharkhand,,,,
335,2143,BRB College Raichur,Raichur,Karnataka,,,,
336,236,BRCM College of Engineering & Technology,Bahal,Haryana,,,,
337,2144,BSSS College,Bhopal,Madhya Pradesh,,,,
338,4895,BVRIT Hyderabad College of Enginee,Hyderabad,Telangana,,,,204.0
339,242,BVRIT Hyderabad College of Engineering for Women,Hyderabad,Telangana,,,,
340,1456,"BVV SANGH INST. OF MANAGEMENT STUDIES, BAGALKOTE (PG)",Bagalkot,Karnataka,,,,
341,1777,BVV Sangha`s S. Nijalingappa Medical College,Bagalkot,Karnataka,,,,
342,196,"Baba Banda Singh Bahadur Engineering College, Fatehgarh Sahib",Fatehgarh Sahib,Punjab,,,,
343,1423,Baba Ghulam Shah Badshah University,Rajouri,Jammu and Kashmir,,,,
344,4193,"Baba Jaswant Singh Dental College Hospital & Research Institute, Ludhiana",Ludhiana,Punjab,,,,
345,1424,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,,,,
346,2062,"Babu Anant Ram Janta College, Kaul (Kaithal)",Kaithal,Haryana,,,,
347,2063,Babu Jagjivan Ram Government Degree College,Hyderabad,Telangana,,,,
348,1425,Badruka College PG Centre,Hyderabad,Telangana,,,,
349,2064,Badruka College of Commerce And Arts(Day),Hyderabad,Telangana,,,,
350,2065,"Baghmara College, Dhanbad",Dhanbad,Jharkhand,,,,
351,2066,Baharagora College,BAHARAGORA,Jharkhand,,,,
352,2067,Bahauddin Government Arts College,Dist. Junagadh,Gujarat,,,,
353,2068,Bahauddin Government Science College,Dist. Junagadh,Gujarat,,,,
354,2069,Bahirji Smarak Mahavidyalaya,Hingoli,Maharashtra,,,,
355,2070,Bahona College,Jorhat,Assam,,,,
356,1426,Bahra University,Solan,Himachal Pradesh,,,,
357,2071,Balagarh B.K. Mahavidyalaya,JIRAT,West Bengal,,,,
358,1429,Balaji Institute Of International Business (BIIB),Pune,Maharashtra,,,,
359,1430,Balaji Institute Of Modern Management (BIMM),Pune,Maharashtra,,,,
360,1428,Balaji Institute of I. T. & Management,Kadapa,Andhra Pradesh,,,,
361,1427,Balaji Institute of Management and HRD,Pune,Maharashtra,,,,
362,198,Balaji Institute of Technology & Science,Warangal (Rural),Telangana,,,,
363,2072,Balasaheb Desai College,Satara,Maharashtra,,,,
364,2073,"Balbhim College of Arts, Science & Commerce",Beed,Maharashtra,,,,
365,2074,Baldeo Das Santlal Mahila College,East Singhbhum,Jharkhand,,,,
366,2075,"Baliram Patil Mahavidyalaya, Kinwat",Nanded-Waghala,Maharashtra,,,,
367,199,Ballari Institute of Technology & Management,Bellary,Karnataka,,,,
368,2076,"Balvant College, Vita",Vita,Maharashtra,,,,
369,1433,Banaras Hindu University,Varanasi,Uttar Pradesh,,,,
370,4485,Banaras Hindu University ,Varanasi,Uttar Pradesh,,,,
371,2077,Banaras Institute of Teacher`s Education,Varanasi,Uttar Pradesh,,,,
372,1434,Banarsidas Chandiwala Institute of Professional Studies,New Delhi,Delhi,,,,
373,4750,Banasthali Vidyapith,Banasthali,Rajasthan,,,,59.0
374,2078,Bangabasi Evening College,Kolkata,West Bengal,,,,
375,2079,Bangabasi Morning College,KOLKATA,West Bengal,,,,
376,4893,Bangal,Bangalore,Karnataka,,,,202.0
377,201,"Bangalore Institute of Technology, Bangalore",Bangalore,Karnataka,,,,
378,4619,Bangalore University,Bangalore,Karnataka,,,,98.0
379,2080,Bankim Sardar College,Na,West Bengal,,,,
380,4337,Bankura University,Bankura,West Bengal,,,,
381,2081,Bankura Zilla Saradamani Mahila Mahavidyapith,Bankura,West Bengal,,,,
382,203,"Bansal Institute of Engineering & Technology, Lucknow",Lucknow,Uttar Pradesh,,,,
383,204,Bansal Institute of Science & Technology,Bhopal,Madhya Pradesh,,,,
384,2082,Baosi Banikanta Kakoti College,Barpeta,Assam,,,,
385,205,Bapatla Engineering College,Bapatla,Andhra Pradesh,,,,
386,206,Bapatla Women`s Engineering College,Bapatla,Andhra Pradesh,,,,
387,4195,Bapuji Dental College & Hospital,Davangere,Karnataka,,,,
388,207,Bapuji Institute of Engineering & Technology,Davangere,Karnataka,,,,
389,2083,"Bapuraoji Butle Arts, Narayanrao Bhat Commerce and Bapusaheb Patil Science College, Digras",Digras,Maharashtra,,,,
390,2084,Barasat Government College,North Twenty Four Parganas,West Bengal,,,,
391,4338,"Barkatullah University, Bhopal",Bhopal,Madhya Pradesh,,,,
392,2085,Barpeta Road Howli College,Howli,Assam,,,,
393,2086,Barrackpore Rastraguru Surendranath College,Barrackpore,West Bengal,,,,
394,2087,"Baruneswar Mohavidyalaya, Arei, Jajpur",Jajapur,Odisha,,,,
395,2088,Basanti Devi College,Kolkata,West Bengal,,,,
396,4947,Basaveshwar Engin,Bagalkot,Karnataka,,,,256.0
397,209,Basaveshwar Engineering College,Bagalkot,Karnataka,,,,
398,2089,"Baselius College, Kottayam",Kottayam,Kerala,,,,
399,2090,"Baselius Poulose II Catholicose College, Piravam",Ernakulam,Kerala,,,,
400,210,"Beant College Of Engineering & Technology,Gurdaspur",Gurdaspur,Punjab,,,,
401,2092,Bejoy Narayan Mahavidyalaya,ITACHUNA KHANYAN,West Bengal,,,,
402,2093,Belda College,Kharagpur,West Bengal,,,,
403,211,Bengal College of Engineering & Technology,Durgapur,West Bengal,,,,
404,212,Bengal Institute of Technology,Kolkata,West Bengal,,,,
405,2094,Berhampore Girls College,Murshidabad,West Bengal,,,,
406,2095,"Besant Evening College, Mangalore",Dakshina Kannada,Karnataka,,,,
407,2096,Besant Women`s College,Mangaluru,Karnataka,,,,
408,2097,Bethune College,Kolkata,West Bengal,,,,
409,213,Bhagalpur College of Engineering,Bhagalpur,Bihar,,,,
410,214,Bhagwan Parshuram Institute of Technology,Delhi,Delhi,,,,
411,2098,"Bhagwanbaba Arts, Commerce College, Lonar",Lonar,Maharashtra,,,,
412,2099,Bhairab Ganguly College,Kolkata,West Bengal,,,,
413,2100,Bhakthavatchalam Memorial College,Chennai,Tamil Nadu,,,,
414,2101,Bhandarkr's Arts & Science College,Udupi,Karnataka,,,,
415,2102,Bharat Friends Associations Bharat College Arts & Commerce Badlapur Dist Thane,Badlapur,Maharashtra,,,,
416,215,Bharat Institute of Engineering & Technology,Hyderabad,Telangana,,,,
417,2103,"Bharat Shikshan Sansthas College of Arts, Makni",Osmanabad,Maharashtra,,,,
418,2104,"Bharata Matha College, Thrikkakara",Ernakulam,Kerala,,,,
419,1436,Bharatesh Education Trust'S Global Business School,Belgaum,Karnataka,,,,
420,4616,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,,,,95.0
421,2105,Bharathi Womens College,Chennai,Tamil Nadu,,,,
422,2106,Bharathiar Palkalaikoodam,PUDUCHERRY,Pondicherry,,,,
423,5194,Bharathiar University,Coimbatore,Tamil Nadu,,,,22.0
424,4494,Bharathiar University ,Coimbatore,Tamil Nadu,,,,
425,2107,Bharathiar University Arts and Science College,Erode,Tamil Nadu,,,,
426,2108,Bharathidasan College of Arts and Science,Erode,Tamil Nadu,,,,
427,2109,Bharathidasan Government College for Women,Puducherry,Pondicherry,,,,
428,5104,Bharathidasan Institute of Management,,,,,,83.0
429,4603,Bharathidasan University,Tiruchirappalli,Tamil Nadu,,,,82.0
430,2110,Bharathiyar Arts & Science College (W),Salem,Tamil Nadu,,,,
431,2111,Bharati College,West,Delhi,,,,
432,5298,Bharati Vidyapeeth,Pune,Maharashtra,,,76.0,
433,4198,"Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital, Navi Mumbai",Navi Mumbai,Maharashtra,,,,
434,4199,"Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital, Pune",Pune,Maharashtra,,,,
435,1773,"Bharati Vidyapeeth (Deemed to be University) Medical College, Pune",Pune,Maharashtra,,,,
436,216,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Navi Mumbai,Maharashtra,,,,
437,217,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,,,,
438,1774,Bharati Vidyapeeth Deemed University Medical College & Hospital Sangli,Sangli,Maharashtra,,,,
439,4339,"Bharati Vidyapeeth Deemed University New Law College, Pune",Pune,Maharashtra,,,,
440,4200,Bharati Vidyapeeth Dental College & Hospital,Sangli,Maharashtra,,,,
441,1438,Bharati Vidyapeeth Institute of Management,Kolhapur,Maharashtra,,,,
442,1439,Bharati Vidyapeeth Institute of Management and Research,New Delhi,Delhi,,,,
443,2112,"Bharati Vidyapeeth Matoshri Bayabai Shripatrao Kadam Kanya Mahavidyalaya, Kadegaon",Sangli,Maharashtra,,,,
444,9,Bharati Vidyapeeth?s College of Architecture,Pune,Maharashtra,,,,
445,1440,Bharati Vidyapeeth?s Institute of Management and Entrepreneurship Development,Pune,Maharashtra,,,,
446,1441,"Bharati Vidyapeeth`s Abhijit Kadam Institute of Management and Social Sciences, Solapur",Solapur,Maharashtra,,,,
447,8,Bharati Vidyapeeth`s College of Architecture,Navi Mumbai,Maharashtra,,,,
448,220,Bharati Vidyapeeth`s College of Engineering,Pune,Maharashtra,,,,
449,221,Bharati Vidyapeeth`s College of Engineering for Women,Pune,Maharashtra,,,,
450,2113,Bharati Vidyapeeth`s College of Fine Arts,Pune,Maharashtra,,,,
451,1442,Bharati Vidyapeeth`s Institute of Management Studies & Research,Navi Mumbai,Maharashtra,,,,
452,2114,"Bharatiya Rashtriya Shikshan Sanstha`s Shankarrao Jawale Patil, Arts, Science & Commerce College, Lohara",Lohara,Maharashtra,,,,
453,222,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,,,,
454,2115,"Bharatiya Vidya Bhavans Hazarimal Somani College of Arts and Science Jayaramdas Patel College of Commerce and Management Studies, Chowpatty",Mumbai,Maharashtra,,,,
455,2116,"Bharti Vidyapeeth`s Dr. Patangarao Kadam Mahavidyalaya, Sangli",Sangli,Maharashtra,,,,
456,2117,Bhaskara Degree College,Parvathipuram,Andhra Pradesh,,,,
457,2118,Bhaskaracharya College of Applied Sciences,New Delhi,Delhi,,,,
458,2119,Bhatter College,Paschim Medinipur,West Bengal,,,,
459,2120,Bhavan's R. A. College of Arts & Commerce,Ahmedabad,Gujarat,,,,
460,2121,"Bhavans Vivekananda College of Science, Humanities and Commerce",SECUNDERABAD,Telangana,,,,
461,2122,Bhawabhuti Mahavidyalaya,Gondia,Maharashtra,,,,
462,223,Bheema Institute of Technology and Science,Adoni,Andhra Pradesh,,,,
463,1444,Bheemireddy Institute of Management Science,Adoni,Andhra Pradesh,,,,
464,2123,"Bherulal Patider Government P.G. College, Mhow",Mhow,Madhya Pradesh,,,,
465,224,Bhilai Institute of Technology,Durg,Chhattisgarh,,,,
466,2124,Bhim Rao Ambedkar College,North East,Delhi,,,,
467,4201,Bhojia Dental College & Hospital,Baddi,Himachal Pradesh,,,,
468,225,Bhubaneswar College of Engineering,Damanabhuin,Odisha,,,,
469,2125,Bidhan Chandra College,Hooghly,West Bengal,,,,
470,2126,Bijni College,Bijni,Assam,,,,
471,2127,Bijoy krishna Girls' College,Howrah,West Bengal,,,,
472,2128,Bir Bikram Memorial College,Agartala,Tripura,,,,
473,2129,Birjhora Mahavidyalaya,Bongaigaon,Assam,,,,
474,1445,Birla Global University,Bhubaneswar,Odisha,,,,
475,5077,Birla Institute of Management Technology,,,,,,56.0
476,10,Birla Institute of Technology,Ranchi,Jharkhand,,,,
477,4553,Birla Institute of Technology & Science - Pilani,Pilani,Rajasthan,,,,32.0
478,4507,Birla Institute of Technology & Science -Pilani ,Pilani,Rajasthan,,,,
479,228,Birla Vishvakarma Mahavidyalaya,Vallabh Vidyanagar,Gujarat,,,,
480,2130,"Bishop Abraham Memorial College, Thuruthicaud",Pathanamthitta,Kerala,,,,
481,2131,Bishop Ambrose College,Coimbatore,Tamil Nadu,,,,
482,2132,Bishop Appasamy College of Arts and Science,Coimbatore,Tamil Nadu,,,,
483,2133,Bishop Heber College,Tiruchirappalli,Tamil Nadu,,,,
484,2134,"Bishop Kurialacherry College For Women, Amalagiri P.O Kottayam",Kottayam,Kerala,,,,
485,2135,"Bishop Moore College, Mavelikkara, Alappuzha",Alappuzha,Kerala,,,,
486,2139,Bolpur College,Bolpur,West Bengal,,,,
487,2140,Bon Secours College for Women,Thanjavur,Tamil Nadu,,,,
488,232,Bonam Venkata Chalamaiah Institute of Technology and Science,Bhatlapalem,Andhra Pradesh,,,,
489,233,Bonam Venkata Chalamayya Engineering College,Odalarevu,Andhra Pradesh,,,,
490,2141,Borhat B.P.B.College,BORHAT,Assam,,,,
491,1451,Brahmdevdada Mane Institute of Technology,Belati,Maharashtra,,,,
492,2142,Brainware University,Kolkata,West Bengal,,,,
493,237,Buddha Institute of Technology,Gorakhpur,Uttar Pradesh,,,,
494,238,Budge Budge Institute of Technology,Kolkata,West Bengal,,,,
495,1454,Builders Engineering College,Kangeyam,Tamil Nadu,,,,
496,240,Bundelkhand Institute of Engineering & Technology,JHANSI,Uttar Pradesh,,,,
497,1455,Bundelkhand University,Jhansi,Uttar Pradesh,,,,
498,2145,Bunts Sanghas S M Shetty College of Science Commerce and Management Studies,Mumbai,Maharashtra,,,,
499,1776,Burdwan Medical College and Hospital,Burdwan,West Bengal,,,,
500,2146,Burdwan Raj College,Burdwan,West Bengal,,,,
501,2147,"Burhani College of Commerce & Arts, Mumbai",MUMBAI,Maharashtra,,,,
502,1457,C K College of Engineering & Technology (Formerly Sri Jayaram Engineering College),Cuddalore,Tamil Nadu,,,,
503,1458,C K Shah Vijapurwala Institute of Management,Vadodara,Gujarat,,,,
504,4871,C M R Institute of Technology,Bengaluru,Karnataka,,,,180.0
505,1459,C. Abdul Hakeem College of Engineering & Technology,Melvisharam,Tamil Nadu,,,,
506,2148,C. G. Bhaktha Institute of Biotechnology,Tarsadi,Gujarat,,,,
507,1460,C. H. M. E. Society`s Dr. Moonje Institute of Management & Computer Studies,Nashik,Maharashtra,,,,
508,2149,C. M. College,Darbhanga,Bihar,,,,
509,4341,C. N. Law College,RANCHI,Jharkhand,,,,
510,2150,C. P. A. College,Theni,Tamil Nadu,,,,
511,2151,C. S. T. S. Government Kalasala,Jangareddigudem,Andhra Pradesh,,,,
512,2152,C. U. Shah University,Wadhwan City,Gujarat,,,,
513,14,C.A.R.E School of Architecture (New),TRICHY,Tamil Nadu,,,,
514,2153,C.Abdul Hakeem College,Melvisharam,Tamil Nadu,,,,
515,2154,C.K.B. Commerce College,Jorhat,Assam,,,,
516,246,C.K.Pithawaka College of Engineering & Technology,Surat,Gujarat,,,,
517,2155,C.M.P. Degree College,Prayagraj,Uttar Pradesh,,,,
518,2156,C.P. Patel & F.H. Shah Commerce College,Anand,Gujarat,,,,
519,247,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,,,,
520,254,CARE College of Engineering,Tiruchirappalli,Tamil Nadu,,,,
521,2166,CBM College,Coimbatore,Tamil Nadu,,,,
522,2168,CH.V.P.M.R. Government Degree College,West Godavari,Andhra Pradesh,,,,
523,2179,"CHAS College, Chas",Bokaro,Jharkhand,,,,
524,4897,CMR College of Engineerin,Hyderabad,Telangana,,,,206.0
525,289,CMR College of Engineering & Technology,Hyderabad,Telangana,,,,
526,4948,CMR Engin,Rangareddy,Telangana,,,,257.0
527,290,CMR Engineering College,Rangareddy,Telangana,,,,
528,4898,CMR Institute,Hyderabad,Telangana,,,,207.0
529,291,CMR Institute of Technology,Hyderabad,Telangana,,,,
530,4899,CMR Te,Hyderabad,Telangana,,,,208.0
531,292,CMR Technical Campus,Hyderabad,Telangana,,,,
532,2197,CMS College Kottayam,Kottayam,Kerala,,,,
533,2198,CMS College of Science and Commerce,Coimbatore,Tamil Nadu,,,,
534,1489,COLLEGE OF MANAGEMENT STUDIES,KANPUR,Uttar Pradesh,,,,
535,308,CSMSS Chh. Shahu College of Engineering,Aurangabad,Maharashtra,,,,
536,2206,"CSSR & SRRM Degree College, Kamalapuram",Kamalapuram,Andhra Pradesh,,,,
537,19,CT Institute of Architecture and Planning,Jalandhar,Punjab,,,,
538,309,"CT Institute of Engineering Management and Technology, Shahpur",Jalandhar,Punjab,,,,
539,1491,CT Institute of Management and IT,Jalandhar,Punjab,,,,
540,310,CVR College of Engineering,Ibrahimpatan,Telangana,,,,
541,2157,Calcutta Girls College,Kolkata,West Bengal,,,,
542,248,Calcutta Institute of Engineering and Management,Kolkata,West Bengal,,,,
543,249,Calcutta Institute of Technology,Uluberia,West Bengal,,,,
544,1778,Calcutta National Medical College and Hospital,Kolkata,West Bengal,,,,
545,5230,Calcutta University,Kolkata,West Bengal,,,8.0,
546,4504,Calcutta University ,Kolkata,West Bengal,,,,
547,5291,"Calicut University, Thenhipalem",Malappuram,Kerala,,,69.0,
548,1461,Cambridge Institute of Technology,Ranchi,Jharkhand,,,,
549,2158,Canara College,Dakshina Kannada,Karnataka,,,,
550,252,Canara Engineering College,Mangaluru,Karnataka,,,,
551,2159,"Canara Welfare Trust, Divekar B.C.A. College",KARWAR,Karnataka,,,,
552,253,Capital Engineering College (CEC),Bhubaneswar,Odisha,,,,
553,2160,Career College,Bhopal,Madhya Pradesh,,,,
554,4342,Career Law College,Bhopal,Madhya Pradesh,,,,
555,4343,Career Point University,Hamirpur,Himachal Pradesh,,,,
556,2161,"Carmel College, Mala",Thrissur,Kerala,,,,
557,2162,Catholicate College,Pathanamthitta,Kerala,,,,
558,2163,Caussanel College of Arts and Science,Ramanathapuram,Tamil Nadu,,,,
559,2164,Cauvery College,Kodagu,Karnataka,,,,
560,2165,"Cauvery College for Women, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,,,
561,1464,Central Institute of Business Management Research & Development,Nagpur,Maharashtra,,,,
562,255,"Central Institute of Plastics Engineering & Technology, Ahmadabad",Ahmadabad,Gujarat,,,,
563,256,"Central Institute of Plastics Engineering & Technology, Lucknow",Lucknow,Uttar Pradesh,,,,
564,257,"Central Institute of Plastics Engineering and Technology, Chennai",Chennai,Tamil Nadu,,,,
565,1779,Central Institute of Psychiatry,Ranchi,Jharkhand,,,,
566,258,Central Institute of Technology,Kokrajhar,Assam,,,,
567,1465,Central University of Haryana,Mahendergarh,Haryana,,,,
568,1466,Central University of Jammu,Jammu,Jammu and Kashmir,,,,
569,260,Central University of Kashmir,Ganderbal,Jammu and Kashmir,,,,
570,1467,Central University of Orissa,Koraput,Odisha,,,,
571,5304,Central University of Punjab,Bathinda,Punjab,,,81.0,
572,5307,Central University of Tamil Nadu,Tiruvarur,Tamil Nadu,,,85.0,
573,1468,Centre for Management Studies,Dibrugarh,Assam,,,,
574,1469,"Centre for Studies In Rural Management, Gujarat Vidyapith",Randheja,Gujarat,,,,
575,4896,Centurion University of Technology ,Paralakhemundi,Odisha,,,,205.0
576,261,Centurion University of Technology and Management,Paralakhemundi,Odisha,,,,
577,262,Ch. Devi Lal State Institute of Engineering,Sirsa,Haryana,,,,
578,2167,"Ch.S.D.St.Theresa's College for Women (A), Eluru",Eluru,Andhra Pradesh,,,,
579,263,Chadalawada Ramanamma Engineering College,Tirupati,Andhra Pradesh,,,,
580,2169,Chaitanya (Deemed to be University),Warangal,Telangana,,,,
581,265,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,,,,
582,2170,Chaitanya Degree College,Gannavaram,Andhra Pradesh,,,,
583,2171,Chaitanya Degree College for Women,Visakhapatnam,Andhra Pradesh,,,,
584,267,Chalapathi Institute of Engineering and Technology,Guntur,Andhra Pradesh,,,,
585,1780,"Chalmeda Ananda Rao Institute of Medical Sciences, Karimnagar",Karimnagar,Telangana,,,,
586,2172,Chaman Lal Mahavidhyalya,Roorkee,Uttarakhand,,,,
587,2173,"Chanakya Education Societys Indira College of Commerce & Science, Pune",Pune,Maharashtra,,,,
588,4345,Chanakya National Law University,Patna,Bihar,,,,
589,2174,Chandernagore College,Hugli,West Bengal,,,,
590,2175,Chandidas Mahavidyalaya,Bolpur,West Bengal,,,,
591,1473,"Chandigarh Business school of Administration, Landran",Sahibzada Ajit Singh Nagar,Punjab,,,,
592,268,Chandigarh College of Engineering & Technology,Chandigarh,Chandigarh,,,,
593,269,Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,Punjab,,,,
594,270,Chandigarh Engineering College Jhanjeri,Sahibzada Ajit Singh Nagar,Punjab,,,,
595,1474,"Chandigarh School of Business, Jhanjeri",Sahibzada Ajit Singh Nagar,Punjab,,,,
596,4569,Chandigarh University,Mohali,Punjab,,,,48.0
597,1476,Chandragupt Institute of Management Patna,Patna,Bihar,,,,
598,2176,Chandraketugarh sahidullah Smriti Mahavidyalaya,Deganga,West Bengal,,,,
599,2177,"Chandrawati Tiwari Government Girls Degree College, Kashipur",Udham Singh Nagar,Uttarakhand,,,,
600,272,Chandubhai S. Patel Institute of Technology,Changa,Gujarat,,,,
601,2178,Chapra Bangaljhi Mahavidyalaya,Chapra,West Bengal,,,,
602,2180,Chatra College,Chatra,Jharkhand,,,,
603,1477,Chatrapati Sahuji Maharaj Kanpur University,Kanpur,Uttar Pradesh,,,,
604,1478,Chaudhary Charan Singh University Meerut,Meerut,Uttar Pradesh,,,,
605,275,Chebrolu Engineering College,Chebrolu,Andhra Pradesh,,,,
606,276,Chennai Institute of Technology,Chennai,Tamil Nadu,,,,
607,1479,Chetana'S Institute of Management and Research,Mumbai,Maharashtra,,,,
608,2181,"Chetanas Hazarimal Somani College of Commerce and Smt.Kusumtai Chaudhari College of Arts, Bandra Mumbai",Bandra,Maharashtra,,,,
609,1480,Chetanas Ramprasad Khandelwal Institute of Management and Research,Mumbai,Maharashtra,,,,
610,5161,Chettinad Academy of Research and Education,,,,,,39.0
611,1481,Chettinad College of Engineering & Technology,Karur,Tamil Nadu,,,,
612,4202,Chettinad Dental College and Research Institute,Kelambakkam,Tamil Nadu,,,,
613,4678,Chettinad Dental College and Research Institute ,Kelambakkam,Tamil Nadu,,,,27.0
614,2182,Chevalier T Thomas Elizabeth College for Women,Chennai,Tamil Nadu,,,,
