,Unnamed: 0,name,city,state,nirf_rank,ranked,rank,nirfRank
3536,1129,"Sipna College of Engineering and Technology, Amravati",Amravati,Maharashtra,,,,
3537,3770,Sir C R Reddy College,West Godavari,Andhra Pradesh,,,,
3538,1130,Sir C R Reddy College of Engineering,Eluru,Andhra Pradesh,,,,
3539,1131,Sir C. V. Raman Institute of Technology & Sciences,Tadipatri,Andhra Pradesh,,,,
3540,1132,"Sir M Visvesvaraya Institute of Technology, Bangalore",Bengaluru,Karnataka,,,,
3541,3771,Sir M.V. Government Science College,Shimoga,Karnataka,,,,
3542,1133,Sir Padmapat Singhania University,Udaipur,Rajasthan,,,,
3543,3772,Sir Syed College,Kannur,Kerala,,,,
3544,3773,Sir Theagaraya College,Chennai,Tamil Nadu,,,,
3545,1134,Sir Vishveshwaraiah Institute of Science & Technology,Chittoor,Andhra Pradesh,,,,
3546,3774,"Sitabai Kala Mahavidyalaya, Akola",AKOLA,Maharashtra,,,,
3547,3775,"Sitadevi Ratan Chand Nahar Adarsh College, 5th main Chamarjpet,Bangalore",BANGALORE-560 018,Karnataka,,,,
3548,3776,"Sivananda Sarma Memorial R. V. College, Bangalore",Bengaluru,Karnataka,,,,
3549,3783,"Smt Chandibai Himathmal Mansukhani College, Dist Thane",Thane,Maharashtra,,,,
3550,3784,"Smt Durga Devi Sharma Charitable Trusts Chandrabhan Sharma College of Arts Commerce & Science, Mumbai",POWAI,Maharashtra,,,,
3551,3785,Smt R M Prajapati Arts College Satlasana,Satlasana-,Gujarat,,,,
3552,3786,Smt Sindhutai Jadhao Arts and Science College Formerly known as Arts and Science Mahila College,,Maharashtra,,,,
3553,3787,Smt. Akkatai Ramgonda Patil Kanya Mahavidyalaya,Ichalkaranji,Maharashtra,,,,
3554,3788,Smt. Chandaben Mohanbhai Patel Institute of Computer Applications,Changa,Gujarat,,,,
3555,3789,Smt. K.R. College for Women,Rajahmundry,Andhra Pradesh,,,,
3556,1137,"Smt. Kamala & Vekappa M Agadi College of Engg. & Technology, Lakshmeshwara",Laxmeshwar,Karnataka,,,,
3557,1138,Smt. Kashibai Navale College of Engineering,Pune,Maharashtra,,,,
3558,3790,"Smt. Kesharbai Lahoti Mahavidyalaya,Morshi Road, Amravati",Amravati,Maharashtra,,,,
3559,3791,"Smt. Laxmibai Radhakisan Toshniwal Commerce College, Akola.",Akola,Maharashtra,,,,
3560,3792,Smt. Maniben M.P. Shah Women`s College of Arts and Commerce,Mumbai,Maharashtra,,,,
3561,84,Smt. Manoramabai Mundle College of Architecture,Nagpur,Maharashtra,,,,
3562,3793,Smt. Mathubai Garware Kanya Mahavidyalaya,Sangli,Maharashtra,,,,
3563,3796,"Smt. NPS. Government Degree College for Women, CHITTOOR Urban",Chittoor,Andhra Pradesh,,,,
3564,3794,Smt. Nankibai Wadhwani Kala Mahavidyalaya,Yavatmal,Maharashtra,,,,
3565,4452,"Smt. Nathibai Damodar Thackersey Women's Univeristy, Mumbai",Mumbai,Maharashtra,,,,
3566,3797,"Smt. P.N. Doshi Women's College of Arts, Kum. U.R. Shah Women's College of Commerce & Dr. Smt. Nanavati Bhanuben Mahendra Women's College of Home Science",Mumbai -,Maharashtra,,,,
3567,3798,Smt. Radhadevi Goenka College for Women,Akola,Maharashtra,,,,
3568,3799,Smt. Surajdevi Ramchandra Mohata Mahila Mahavidyalaya,Khamgaon,Maharashtra,,,,
3569,3800,Smt. Veeramma Gangasiri College for Women Gulbarga,Gulbarga,Karnataka,,,,
3570,3801,"Smt.Kamladevi Gauridatta Mittal College of Arts and Commerce Marwari Vidyalaya, Mumbai",Mumbai,Maharashtra,,,,
3571,3804,Social Welfare Residential Government Degree College for Girls,Kalikiri,Andhra Pradesh,,,,
3572,3805,Soma Subhadramma Ramangoud Arts & Commerce College for Women,Raichur,Karnataka,,,,
3573,4865,Sona College of Technology,Salem,Tamil Nadu,,,,174.0
3574,3806,Sonapur College,Kamrup M,Assam,,,,
3575,3807,Sonari College,Sivasagar,Assam,,,,
3576,3808,"Sonopant Dandekar Arts College S Apte Commerce and M H Mehta Science College, Dist Thane",Palghar,Maharashtra,,,,
3577,3809,"Sonubhau Baswant College of Arts & Commerce, Dist Thane",SHAHAPUR,Maharashtra,,,,
3578,3810,Sophia College for Women,Mumbai,Maharashtra,,,,
3579,3811,Sophia Girls College,Ajmer,Rajasthan,,,,
3580,3812,Soundarya Institute of Management & Science,Bangalore,Karnataka,,,,
3581,3813,Sourashtra College,Madurai,Tamil Nadu,,,,
3582,3814,South Calcutta Girls College,Kolkata,West Bengal,,,,
3583,3815,South East Manipur College,Chandel,Manipur,,,,
3584,3816,South Indian Education Society?s College of Commerce & Economics,Mumbai,Maharashtra,,,,
3585,3817,Sovarani Memorial College,HOWRAH,West Bengal,,,,
3586,1143,Sphoorthy Engineering College,Hyderabad,Telangana,,,,
3587,3820,Sree Ayyappa College for Women,Nagercoil,Tamil Nadu,,,,
3588,3821,"Sree Ayyappa College, Thiruvanvandoor, Chengannur",Alappuzha,Kerala,,,,
3589,4302,Sree Balaji Dental College & Hospital,Chennai,Tamil Nadu,,,,
3590,1889,Sree Balaji Medical College and Hospital,Chennai,Tamil Nadu,,,,
3591,1145,Sree Buddha College Of Engineering For Women,Elavumthitta,Kerala,,,,
3592,1146,"Sree Buddha College of Engineering, Pattoor",Pattoor,Kerala,,,,
3593,1147,Sree Chaitanya College of Engineering,Karimnagar,Telangana,,,,
3594,1148,Sree Chaitanya Institute of Technological Sciences,Karimnagar,Telangana,,,,
3595,3822,Sree Chaitanya Mahavidyalaya,Barasat,West Bengal,,,,
3596,1149,"Sree Chitra Thirunal College of Engineering, Pappanamcode, Thiruvanthapuram",Thiruvananthapuram,Kerala,,,,
3597,1890,"Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala,,,,
3598,1150,Sree Dattha Group of Institutions,Hyderabad,Telangana,,,,
3599,1151,Sree Dattha Institute of Engineering and Science,R.R District,Telangana,,,,
3600,3823,"Sree Kerala Varma College, Thrissur",Thrissur,Kerala,,,,
3601,3824,"Sree Krishna College, Guruvayur",Thrissur,Kerala,,,,
3602,3825,Sree Narayana College,Sivagiri,Kerala,,,,
3603,3826,"Sree Narayana College for Women, Kollam",Kollam,Kerala,,,,
3604,3827,"Sree Narayana College, Chathannur",Kollam,Kerala,,,,
3605,3828,"Sree Narayana College, Chengannur",Chengannur,Kerala,,,,
3606,3829,"Sree Narayana College, Kollam",Kollam,Kerala,,,,
3607,3830,"Sree Narayana College, Thottada",Kannur,Kerala,,,,
3608,3831,Sree Narayana Guru College,Coimbatore,Tamil Nadu,,,,
3609,1152,Sree Rama Engineering College,Tirupati,Andhra Pradesh,,,,
3610,3832,Sree Ramu College of Arts and Science,Pollachi,Tamil Nadu,,,,
3611,1153,Sree Sakthi Engineering College,Coimbatore,Tamil Nadu,,,,
3612,3833,Sree Saraswathi Thiagaraja College,Coimbatore,Tamil Nadu,,,,
3613,1154,Sree Sastha Institute of Engineering and Technology,Chembarambakkam,Tamil Nadu,,,,
3614,3834,"Sree Sevugan Annamalai College, Devakottai",Sivaganga,Tamil Nadu,,,,
3615,1155,Sree Sowdambika College of Engineering,Aruppukottai,Tamil Nadu,,,,
3616,1156,Sree Venkateswara College of Engineering,Kodavaluru,Andhra Pradesh,,,,
3617,3835,"Sree Vidyadhi Raja N S S College, Kottayam",Kottayam,Kerala,,,,
3618,4856,Sree Vidyanikethan Engineering College,Tirupati,Andhra Pradesh,,,,165.0
3619,3836,Sreegopal Banerjee College,Hugli,West Bengal,,,,
3620,1158,Sreenidi Institute of Science &Technology,Rangareddy,Telangana,,,,
3621,1159,Sreenivasa Institute of Technology and Management Studies,Chittoor,Andhra Pradesh,,,,
3622,3837,Sreepada Degree College,Visakhapatnam,Andhra Pradesh,,,,
3623,1160,"Sreepathy Institute of Management & Technology, Vavanoor",Koottanad,Kerala,,,,
3624,1161,Sreyas Institute of Engineering & Technology,Hyderabad,Telangana,,,,
3625,3838,Sri A.S.N.M. Government College,Palakol,Andhra Pradesh,,,,
3626,3839,Sri Adichunchanagiri Women`s College,Theni,Tamil Nadu,,,,
3627,3840,Sri Akilandeshwari Women`s College,Vandavasi,Tamil Nadu,,,,
3628,3841,Sri Aurobindo College (Eve.),Delhi,Delhi,,,,
3629,3842,"Sri Balaji Society's Balaji College of Arts, Commerce and Science",Pune,Maharashtra,,,,
3630,3843,Sri Balaji Vidya Parishad Degree College,Gajuwaka,Andhra Pradesh,,,,
3631,5292,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,,,70.0,
3632,3844,Sri Basara Degree College,Visakhapatnam,Andhra Pradesh,,,,
3633,3846,Sri Boddu Krishna Degree College,Vizianagaram,Andhra Pradesh,,,,
3634,1162,"Sri Channabasaveshwara Institute of Technology, Gubbi",Tumkur,Karnataka,,,,
3635,3847,"Sri Chintamani Arts Commerce College, Ghuggus",Chandrapur,Maharashtra,,,,
3636,3848,"Sri Chintamani Arts Commerce College, Ponbhurna",Pombhurna,Maharashtra,,,,
3637,3851,Sri DNR Government Degree college(W),Palakol,Andhra Pradesh,,,,
3638,3849,"Sri Devi Kumari Women's College, Kuzhithurai, Kanyakumari Dist",Kanniyakumari,Tamil Nadu,,,,
3639,1891,Sri Devraj Urs Academy of Higher Education and Research,Kolar,Karnataka,,,,
3640,3850,"Sri Dharmasthala Manjunatheshwara College, Ujire",Ujire,Karnataka,,,,
3641,1163,Sri Eshwar College of Engineering,Coimbatore,Tamil Nadu,,,,
3642,3859,Sri GVG Visalakshi College for Women,Tiruppur,Tamil Nadu,,,,
3643,3852,"Sri Gulab Singh Government Degree College, Dehradun",CHAKRATA,Uttarakhand,,,,
3644,3853,Sri Guraijada Apparao Government Degree College,Visakhapatnam,Andhra Pradesh,,,,
3645,3854,Sri Guru Gobind Singh College,Chandigarh,Chandigarh,,,,
3646,3855,Sri Guru Gobind Singh College of Commerce,Delhi,Delhi,,,,
3647,4985,Sri Guru Granth Sahib Wo,Fatehgarh Sahib,Punjab,,,,294.0
3648,1164,Sri Guru Granth Sahib World University,Fatehgarh Sahib,Punjab,,,,
3649,3856,"Sri Guru Hari Singh College, Sri Jiwan Nagar",Sirsa,Haryana,,,,
3650,3857,Sri Guru Nanak Dev Khalsa College,Delhi,Delhi,,,,
3651,4303,Sri Guru Ram Das Institute of Dental Sciences & Research,Amritsar,Punjab,,,,
3652,1892,Sri Guru Ram Das Institute of Medical Sciences & Research,Amritsar,Punjab,,,,
3653,3858,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,,,,
3654,3860,"Sri H.D Devegowda Government First Grade College, Paduvalahippe",Holenarasipura Taluk,Karnataka,,,,
3655,1165,Sri Indu College of Engineering and Technology,Rangareddy,Telangana,,,,
3656,1166,Sri Indu Institute of Engineering and Technology,Rangareddy,Telangana,,,,
3657,3861,Sri Jayendra Saraswathy Maha Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,,,,
3658,3862,Sri Kailash Womens College,Salem,Tamil Nadu,,,,
3659,3863,Sri Kaliswari College,Sivakasi,Tamil Nadu,,,,
3660,3864,Sri Kanyaka Parameswari Arts and Science College for Women,Chennai,Tamil Nadu,,,,
3661,1167,"Sri Krishana Institute of Technology, Bangalore",Bangalore,Karnataka,,,,
3662,3865,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,,,,
3663,1168,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,,,,
3664,4813,Sri Krishna College of Technology,Coimbatore,Tamil Nadu,,,,122.0
3665,3866,Sri Krishna Degree College,VISAKHPATNAM,Andhra Pradesh,,,,
3666,1170,Sri Manakula Vinayagar Engineering College,Puducherry,Pondicherry,,,,
3667,1893,Sri Manakula Vinayagar Medical College and Hospital,Puducherry,Pondicherry,,,,
3668,3867,Sri Meenakshi Government Arts College for Women (Autonomous),Madurai,Tamil Nadu,,,,
3669,1171,Sri Mittapalli Institute of Technology for Women,Guntur,Andhra Pradesh,,,,
3670,3868,Sri Murali Krishna Degree College,Visakhapatnam,Andhra Pradesh,,,,
3671,3869,Sri Nehru Maha Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,,,,
3672,4453,Sri Padmavathi Mahila Visvavidyalayam,Tirupathi,Andhra Pradesh,,,,
3673,3870,"Sri Paramakalyani College, Alwarkurichi",ALWARKURICHI,Tamil Nadu,,,,
3674,3871,"Sri Parasakthi College for Women, Tirunelveli",COURTALLAM,Tamil Nadu,,,,
3675,4304,Sri Rajiv Gandhi College of Dental Sciences & Hospital,Bangalore,Karnataka,,,,
3676,5270,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,,,48.0,
3677,3872,Sri Ramakrishna College of Arts & Science for Women,Coimbatore,Tamil Nadu,,,,
3678,3873,Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu,,,,
3679,3874,Sri Ramakrishna Degree College,Nandyal,Andhra Pradesh,,,,
3680,4935,Sri Ramakrishna Engin,Coimbatore,Tamil Nadu,,,,244.0
3681,1173,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,,,,
3682,1174,Sri Ramakrishna Institute of Technology,Coimbatore,Tamil Nadu,,,,
3683,3875,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,,,,
3684,3876,Sri Ramalinga Sowdambigai College of Science and Commerce,Coimbatore,Tamil Nadu,,,,
3685,1175,"Sri Ranganathar Institute of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,,,,
3686,1176,"Sri Sai College of Engineering and Technology, Badhani",Gurdaspur,Punjab,,,,
3687,3878,Sri Sai Degree College,BOBBILI,Andhra Pradesh,,,,
3688,3880,Sri Sai Kulwant Degree College,ANAKAPALLI,Andhra Pradesh,,,,
3689,3881,Sri Sai Mahitha Degree College,Ganguru,Andhra Pradesh,,,,
3690,4936,Sri Sai Ram Institute,Chennai,Tamil Nadu,,,,245.0
3691,1177,Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu,,,,
3692,1178,Sri Sairam College of Engineering,Bengaluru,Karnataka,,,,
3693,4848,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,,,,157.0
3694,1895,Sri Sairam Homoeopathy Medical College,Chennai,Tamil Nadu,,,,
3695,3882,Sri Sankara Arts and Science College,Kanchipuram,Tamil Nadu,,,,
3696,3883,Sri Sankara Bhagavathi Arts & Science College,Kommadikottai,Tamil Nadu,,,,
3697,3884,Sri Sarada College for Women(Autonomous),Salem,Tamil Nadu,,,,
3698,3885,"Sri Sarada College for Women, V.M. Chatram, Tirunelveli",Tirunelveli,Tamil Nadu,,,,
3699,3886,Sri Sarada Niketan College of Science for Women,Karur,Tamil Nadu,,,,
3700,1180,Sri Sarathi Institute of Engineering & Technoology,Nuzvid,Andhra Pradesh,,,,
3701,3887,Sri Sathguru Sangeetha Vidyalayam,Madurai,Tamil Nadu,,,,
3702,1181,Sri Satya Sai College of Engineering,Bhopal,Madhya Pradesh,,,,
3703,1182,Sri Shakthi Institute of Engineering and Technology,Coimbatore,Tamil Nadu,,,,
3704,1183,Sri Shanmugha College of Engineering and Technology,Sankari,Tamil Nadu,,,,
3705,4454,Sri Shirdi Sai Law College,Anakapalli,Andhra Pradesh,,,,
3706,4307,"Sri Siddhartha Dental college, Tumkur",Tumkur,Karnataka,,,,
3707,1184,"Sri Siddhartha Institute of Technology, Tumkur.",Tumkur,Karnataka,,,,
3708,1896,"Sri Siddhartha Medical College, Tumkur",Tumkur,Karnataka,,,,
3709,4617,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,,,,96.0
3710,3889,Sri Uma Bharathi Degree College,Vizianagaram,Andhra Pradesh,,,,
3711,3890,Sri Vasavi College,Erode,Tamil Nadu,,,,
3712,1186,Sri Vasavi Engineering College,Tadepalligudem,Andhra Pradesh,,,,
3713,1187,Sri Vasavi Institute of Engineering & Technology,Pedana,Andhra Pradesh,,,,
3714,4308,Sri Venkata Sai Institute of Dental Sciences,Mahabub Nagar,Telangana,,,,
3715,1188,Sri Venkatesa Perumal College of Engineering & Technology,Puttur,Andhra Pradesh,,,,
3716,1189,Sri Venkateshwara College of Engineering,Bengaluru,Karnataka,,,,
3717,4309,Sri Venkateshwaraa Dental College,Pondicherry,Pondicherry,,,,
3718,1897,Sri Venkateshwaraa Medical College Hospital and Research Centre,Puducherry,Pondicherry,,,,
3719,4986,Sri Venkatesw,Tirupati,Andhra Pradesh,,,,295.0
3720,3891,Sri Venkateswara College,Delhi,Delhi,,,,
3721,4937,Sri Venkateswara College ,Kancheepuram,Tamil Nadu,,,,246.0
3722,1190,Sri Venkateswara College of Engineering,Kadapa,Andhra Pradesh,,,,
3723,4889,Sri Venkateswara College of Engineering and Technology,Chittoor,Andhra Pradesh,,,,198.0
3724,1193,"Sri Venkateswara College of Engineering, Tirupati",Tirupati,Andhra Pradesh,,,,
3725,3892,"Sri Venkateswara Degree College, Parvathipuram",Parvathipuram,Andhra Pradesh,,,,
3726,3893,"Sri Venkateswara Degree College, Vizianagaram",Vizianagaram,Andhra Pradesh,,,,
3727,1194,Sri Venkateswara Engineering College for Women,Tirupati,Andhra Pradesh,,,,
3728,1898,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,,,,
3729,5289,Sri Venkateswara University,Tirupati,Andhra Pradesh,,,67.0,
3730,3894,Sri Vijay Vidyalaya College of Arts and Science,DHARMAPURI,Tamil Nadu,,,,
3731,3895,"Sri Vivekananda College of Arts, Science & Commerce, Nehru Nagar",Puttur,Karnataka,,,,
3732,3896,Sri Vivekananda Degree College,Anakapalli,Andhra Pradesh,,,,
3733,3897,Sri Vyasa NSS College,Thrissur,Kerala,,,,
3734,3898,Sri Yerramilli Narayana Murthy College,Narsapur,Andhra Pradesh,,,,
3735,3900,Sri. GCSR. Degree College,Rajam,Andhra Pradesh,,,,
3736,3899,"Sri. Gavisiddeswara Arts, Science & Commerce College",Koppal,Karnataka,,,,
3737,3901,"Sri. Shivaji Science College, Congressnagar",Nagpur,Maharashtra,,,,
3738,3902,"Sri. Vijay Mahantesh Arts & Commerce College for Women, Ilkal",ILKAL,Karnataka,,,,
3739,1196,Sridevi Womens Engineering College,Hyderabad,Telangana,,,,
3740,3903,Srikrishna College,Bagula,West Bengal,,,,
3741,3904,Srikrishnadas Jaju Gramin Seva Mahavidyalaya,Wardha,Maharashtra,,,,
3742,3905,Srimad Andavan Arts & Science College (Autonomous),Tiruchirappalli,Tamil Nadu,,,,
3743,3906,Srimath Sivagnana Balaya Swamigal Tamil Arts & Science College,"Mailam, Tindivanam",Tamil Nadu,,,,
3744,4310,Srinivas Institute of Dental Sciences,Mangalore,Karnataka,,,,
3745,1197,Srinivas University,Dakshina Kannada,Karnataka,,,,
3746,3907,Srinivasa Degree College for Women,Vizianagaram,Andhra Pradesh,,,,
3747,1198,Srinivasa Institute of Engineering and Technology,Amalapuram,Andhra Pradesh,,,,
3748,3908,Srinivasa Institute of Management Studies (SIMS),Visakahaptnam,Andhra Pradesh,,,,
3749,1199,Srinivasa Ramanujan Institute of Technology,Rotarypuram Village,Andhra Pradesh,,,,
3750,1200,Sriram Engineering College,Chennai,Tamil Nadu,,,,
3751,3910,"Srr Government Degree College, Karimnagar",Karimnagar,Telangana,,,,
3752,3914,"St Xaviers College of Arts Science & Commerce, Mapusa",Mapusa,Goa,,,,
3753,3915,"St Xaviers College, Dumka",DUMKA,Jharkhand,,,,
3754,3916,St. Agnes College,Mangaluru,Karnataka,,,,
3755,3917,St. Alberts College,Ernakulam,Kerala,,,,
3756,3919,St. Aloysius College,Mangaluru,Karnataka,,,,
3757,3920,St. Aloysius Evening College,Mangaluru,Karnataka,,,,
3758,3921,"St. Aloysous College, Sadar",Jabalpur,Madhya Pradesh,,,,
3759,3925,St. Ann's College for Women,Guntur,Andhra Pradesh,,,,
3760,3924,St. Ann`s College for Women,Visakhapatnam,Andhra Pradesh,,,,
3761,3926,St. Anthony's College,Shillong,Meghalaya,,,,
3762,3927,St. Antony`s College for Arts and Science for Women Thamaraipadi,Dindigul,Tamil Nadu,,,,
3763,3928,St. Augustine`s College,MANOHARPUR,Jharkhand,,,,
3764,3929,"St. Bede's College, Shimla",Shimla,Himachal Pradesh,,,,
3765,3930,"St. Claret College, Sharadambangar",Bengaluru,Karnataka,,,,
3766,3931,"St. Claret College, Ziro","Ziro, Lower Subansiri District",Arunachal Pradesh,,,,
3767,3932,"St. Dominic`s College, Parathod P.O., Kanjirappally",Kottayam,Kerala,,,,
3768,3933,St. Edmund's College,East Khasi Hills,Meghalaya,,,,
3769,3934,St. Francis College for Women,Hyderabad,Telangana,,,,
3770,3935,St. Francis De Sales College,Nagpur,Maharashtra,,,,
3771,1209,St. Francis Institute of Technology,Mumbai,Maharashtra,,,,
3772,3938,St. Georges College Aruvithura,Kottayam,Kerala,,,,
3773,3939,St. John's College,Kollam,Kerala,,,,
3774,3940,"St. John's College, Palayamkottai",Tirunelveli,Tamil Nadu,,,,
3775,1899,St. John's Medical College,Bengaluru,Karnataka,,,,
3776,3941,St. Joseph College of Arts & Science College (Autonomous),Cuddalore,Tamil Nadu,,,,
3777,1210,St. Joseph College of Engineering,Chennai,Tamil Nadu,,,,
3778,3946,St. Joseph's College,Thrissur,Kerala,,,,
3779,3947,St. Joseph's College for Women,Visakhapatnam,Andhra Pradesh,,,,
3780,3949,St. Joseph's Degree & P.G. College,Hyderabad,Telangana,,,,
3781,3950,St. Joseph's Evening College,Bengaluru,Karnataka,,,,
3782,3942,St. Joseph`s College of Commerce,Bengaluru,Karnataka,,,,
3783,3943,"St. Joseph`s College, Devagiri",Kozhikode,Kerala,,,,
3784,3944,"St. Joseph`s College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,,,
3785,1212,St. Joseph`s Institute of Technology,Chennai,Tamil Nadu,,,,
3786,3945,"St. Josephs Arts & Science College, Lalbhag Rd, Bangalore",Bengaluru,Karnataka,,,,
3787,4987,St. Josephs College ,Kancheepuram,Tamil Nadu,,,,296.0
3788,1213,St. Josephs College of Engineering,Kancheepuram,Tamil Nadu,,,,
3789,1214,St. Martin's Engineering College,Secunderabad,Telangana,,,,
3790,3954,St. Mary's College,Dist. Thrissur,Kerala,,,,
3791,3955,"St. Mary's College, Shirva",Udupi,Karnataka,,,,
3792,3956,"St. Mary's College, Sulthans Bathery",Wayanad,Kerala,,,,
3793,1215,St. Mary's Group of Institutions,Guntur,Andhra Pradesh,,,,
3794,3951,St. Mary`s College,Thoothukudi,Tamil Nadu,,,,
3795,3952,"St. Mary`s College, Manarcaud, Kottayam",Kottayam,Kerala,,,,
3796,3953,St. Marys Centenary Degree College,Secunderabad,Telangana,,,,
3797,3957,St. Mira`s College for Women (Autonomous),Pune,Maharashtra,,,,
3798,3958,St. Paul Institute of Professional Studies,Indore,Madhya Pradesh,,,,
3799,3960,"St. Paul's College, Ranchi",Ranchi,Jharkhand,,,,
3800,3959,St. Paul`s College,Ernakulam,Kerala,,,,
3801,3961,St. Peter's College,Ernakulam,Kerala,,,,
3802,1217,St. Peter's Engineering College,Hyderabad,Telangana,,,,
3803,1216,St. Peter`s College of Engineering and Technology,Avadi,Tamil Nadu,,,,
3804,3962,"St. Philomena College, Philomena Nagar, Darbe",Puttur,Karnataka,,,,
3805,3963,"St. Philomena`s College(Autonomous), Mysore",Mysore,Karnataka,,,,
3806,3964,St. Pious X Degree and P.G College for Women,Hyderabad,Telangana,,,,
3807,3965,St. Pius Xth College,Kasargod,Kerala,,,,
3808,3966,St. Stephen's College,Kottayam,Kerala,,,,
3809,3967,"St. Stephen's College, Pathanapuram",Kollam,Kerala,,,,
3810,3968,St. Stephens's College,Delhi,Delhi,,,,
3811,3969,"St. Teresa`s College, Ernakulam",Ernakulam,Kerala,,,,
3812,3970,St. Thomas College,Pazhavangadi,Kerala,,,,
3813,3971,St. Thomas College of Arts and Science,Chennai,Tamil Nadu,,,,
3814,1218,St. Thomas College of Engineering & Technology,Kolkata,West Bengal,,,,
3815,3972,"St. Thomas College, Arunapuram",Kottayam,Kerala,,,,
3816,3973,"St. Thomas College, Kozhencherry",Pathanamthitta,Kerala,,,,
3817,1219,St. Vincent Palloti College of Engineering and Technology,Nagpur,Maharashtra,,,,
3818,3975,"St. Wilfred Education Society`s St. Wilfred College of Arts Science and Commerce, Raigad",Panvel,Maharashtra,,,,
3819,4456,St. Wilfred?s College of Law,Jaipur,Rajasthan,,,,
3820,3976,St. Wilfred`s P. G. College,Jaipur,Rajasthan,,,,
3821,3984,St. Xavier's College,Ahmedabad,Gujarat,,,,
3822,3985,"St. Xavier's College, Jaipur",Jaipur,Rajasthan,,,,
3823,1220,St. Xavier`s Catholic College of Engineering,Kanniyakumari,Tamil Nadu,,,,
3824,3977,St. Xavier`s College,Peren,Nagaland,,,,
3825,3981,"St. Xavier`s College for Women, Aluva",Aluva,Kerala,,,,
3826,3982,"St. Xavier`s College, Kothavara",Vaikom,Kerala,,,,
3827,3986,"St.Gregorios College, Pulamon P.O., Kottarakkara",Kottarakara,Kerala,,,,
3828,3987,"St.John`s College of Arts & Science, Ammandiviali, Kanyakumari",Kanniyakumari,Tamil Nadu,,,,
3829,3989,"St.Joseph's College for Women, Alappuzha",Alappuzha,Kerala,,,,
3830,3988,St.JosephFirst Grade College Saraswathipuram,Hassan,Karnataka,,,,
3831,3990,St.Josephs College of Arts & Science for (W),Krishnagiri,Tamil Nadu,,,,
3832,3991,"St.Josephs College, Moolamattom, Arakulam",Arakulam,Kerala,,,,
3833,3992,"St.Jude`s College, Kanyakumari Dist",Thoothoor,Tamil Nadu,,,,
3834,3993,St.Xavier`s College,Thiruvananthapuram,Kerala,,,,
3835,3994,"St.Xavier`s College, Palayamkottai",Palayamkottai,Tamil Nadu,,,,
3836,3995,Standard College,Imphal,Manipur,,,,
3837,1221,Stanley College of Engineering & Technology for Women,Hyderabad,Telangana,,,,
3838,3996,Stella Maris College for Women,Chennai,Tamil Nadu,,,,
3839,3997,Subbalakshmi Lakshmipathi College of Sciences,Madurai,Tamil Nadu,,,,
3840,4312,Subharti Dental College & Hospital,Meerut,Uttar Pradesh,,,,
3841,3998,"Subhash College, Morena",KAILARAS,Madhya Pradesh,,,,
3842,4313,"Sudha Rustagi College of Dental Sciences & Research, Faridabad",Faridabad,Haryana,,,,
3843,1900,"Sumandeep Vidyapeeth, Vadodara",Vadodara,Gujarat,,,,
3844,1222,Supreme Knowledge Foundation Group of Institutions,Hugli,West Bengal,,,,
3845,3999,"Surana College, Bangalore",Bengaluru,Karnataka,,,,
3846,4000,Suren Das College,Kamrup,Assam,,,,
3847,4315,Surendera Dental College and Research Institute,Ganganagar,Rajasthan,,,,
3848,1122,"Surendra Institute of Engineering and Management, Siliguri",Siliguri,West bengal,,,,
3849,4001,Surendranath College,Kolkata,West Bengal,,,,
3850,4002,Suri Vidyasagar College,Suri,West Bengal,,,,
3851,4003,"Surya Sen Mahavidyalaya, Darjeeling",Siliguri,West Bengal,,,,
3852,4004,Suryadatta College Of Hospitality Management & Travel Tourism (Schmtt),Pune,Maharashtra,,,,
3853,4005,Suryadatta College of Management Information Research & Technology(Scmirt),Pune,Maharashtra,,,,
3854,1223,"Suryoday College of Engineering and Technology, Vihirgaon",Nagpur,Maharashtra,,,,
3855,85,Sushant University,Gurugram,Haryana,,,,
3856,4007,"Sves's Arts & Commerce College, Harugeri",Belgaum,Karnataka,,,,
3857,4010,"Swami Dayananda College of Arts & Science, Tiruvarur",Manjakkudi,Tamil Nadu,,,,
3858,1226,"Swami Keshvanand Institute of Technology, Management & Gramothan",Jaipur,Rajasthan,,,,
