,name,city,state,nirf_rank,ranked,rank,nirfRank
3935,St. Francis De Sales College,Nagpur,Maharashtra,,nan,nan,nan
3936,St. Francis De Sales College,Bengaluru,Karnataka,,nan,nan,nan
3937,St. Francis De Sales College,Aalo,Arunachal Pradesh,,nan,nan,nan
3938,St. Georges College Aruvithura,Kottayam,Kerala,,nan,nan,nan
3939,St. John's College,Kollam,Kerala,,nan,nan,nan
3940,"St. John's College, Palayamkottai",Tirunelveli,Tamil Nadu,,nan,nan,nan
3941,St. Joseph College of Arts & Science College (Autonomous),Cuddalore,Tamil Nadu,,nan,nan,nan
3942,St. Joseph`s College of Commerce,Bengaluru,Karnataka,,nan,nan,nan
3943,"St. Joseph`s College, Devagiri",Kozhikode,Kerala,,nan,nan,nan
3944,"St. Joseph`s College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,nan,nan,nan
3945,"St. Josephs Arts & Science College, Lalbhag Rd, Bangalore",Bengaluru,Karnataka,,nan,nan,nan
3946,St. Joseph's College,Thrissur,Kerala,,nan,nan,nan
3947,St. Joseph's College for Women,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
3948,St. Joseph's College for Women,Tiruppur,Tamil Nadu,,nan,nan,nan
3949,St. Joseph's Degree & P.G. College,Hyderabad,Telangana,,nan,nan,nan
3950,St. Joseph's Evening College,Bengaluru,Karnataka,,nan,nan,nan
3951,St. Mary`s College,Thoothukudi,Tamil Nadu,,nan,nan,nan
3952,"St. Mary`s College, Manarcaud, Kottayam",Kottayam,Kerala,,nan,nan,nan
3953,St. Marys Centenary Degree College,Secunderabad,Telangana,,nan,nan,nan
3954,St. Mary's College,Dist. Thrissur,Kerala,,nan,nan,nan
3955,"St. Mary's College, Shirva",Udupi,Karnataka,,nan,nan,nan
3956,"St. Mary's College, Sulthans Bathery",Wayanad,Kerala,,nan,nan,nan
3957,St. Mira`s College for Women (Autonomous),Pune,Maharashtra,,nan,nan,nan
3958,St. Paul Institute of Professional Studies,Indore,Madhya Pradesh,,nan,nan,nan
3959,St. Paul`s College,Ernakulam,Kerala,,nan,nan,nan
3960,"St. Paul's College, Ranchi",Ranchi,Jharkhand,,nan,nan,nan
3961,St. Peter's College,Ernakulam,Kerala,,nan,nan,nan
3962,"St. Philomena College, Philomena Nagar, Darbe",Puttur,Karnataka,,nan,nan,nan
3963,"St. Philomena`s College(Autonomous), Mysore",Mysore,Karnataka,,nan,nan,nan
3964,St. Pious X Degree and P.G College for Women,Hyderabad,Telangana,,nan,nan,nan
3965,St. Pius Xth College,Kasargod,Kerala,,nan,nan,nan
3966,St. Stephen's College,Kottayam,Kerala,,nan,nan,nan
3967,"St. Stephen's College, Pathanapuram",Kollam,Kerala,,nan,nan,nan
3968,St. Stephens's College,Delhi,Delhi,,nan,nan,nan
3969,"St. Teresa`s College, Ernakulam",Ernakulam,Kerala,,nan,nan,nan
3970,St. Thomas College,Pazhavangadi,Kerala,,nan,nan,nan
3971,St. Thomas College of Arts and Science,Chennai,Tamil Nadu,,nan,nan,nan
3972,"St. Thomas College, Arunapuram",Kottayam,Kerala,,nan,nan,nan
3973,"St. Thomas College, Kozhencherry",Pathanamthitta,Kerala,,nan,nan,nan
3974,"ST. Thomas College, Thrissur",Thrissur,Kerala,,nan,nan,nan
3975,"St. Wilfred Education Society`s St. Wilfred College of Arts Science and Commerce, Raigad",Panvel,Maharashtra,,nan,nan,nan
3976,St. Wilfred`s P. G. College,Jaipur,Rajasthan,,nan,nan,nan
3977,St. Xavier`s College,Peren,Nagaland,,nan,nan,nan
3978,St. Xavier`s College,Mumbai,Maharashtra,,nan,nan,nan
3979,St. Xavier`s College,Kolkata,West Bengal,,nan,nan,nan
3980,St. Xavier`s College,Ranchi,Jharkhand,,nan,nan,nan
3981,"St. Xavier`s College for Women, Aluva",Aluva,Kerala,,nan,nan,nan
3982,"St. Xavier`s College, Kothavara",Vaikom,Kerala,,nan,nan,nan
3983,St. Xavier's College,Mahuadanr,Jharkhand,,nan,nan,nan
3984,St. Xavier's College,Ahmedabad,Gujarat,,nan,nan,nan
3985,"St. Xavier's College, Jaipur",Jaipur,Rajasthan,,nan,nan,nan
3986,"St.Gregorios College, Pulamon P.O., Kottarakkara",Kottarakara,Kerala,,nan,nan,nan
3987,"St.John`s College of Arts & Science, Ammandiviali, Kanyakumari",Kanniyakumari,Tamil Nadu,,nan,nan,nan
3988,St.JosephFirst Grade College Saraswathipuram,Hassan,Karnataka,,nan,nan,nan
3989,"St.Joseph's College for Women, Alappuzha",Alappuzha,Kerala,,nan,nan,nan
3990,St.Josephs College of Arts & Science for (W),Krishnagiri,Tamil Nadu,,nan,nan,nan
