name,city,state,nirfRank,rank
"School of Planning and Architecture, New Delhi",New Delhi,Delhi,4,nan
"School of Social Work, Roshni Nilaya, Mangalore",Dakshina Kannada,Karnataka,nan,nan
Science College,Kokrajhar,Assam,nan,nan
Science College,Nanded,Maharashtra,nan,nan
Scient Institute of Technology,Hyderabad,Telangana,nan,nan
Scope College of Engineering,Bhopal,Madhya Pradesh,nan,nan
"Scott Christian College, Nagercoil",Nagercoil,Tamil Nadu,nan,nan
Scottish Church College,Kolkata,West Bengal,nan,nan
Sea College of Nursing,Bangalore,Karnataka,nan,nan
Seacom Engineering College,Haora,West Bengal,nan,nan
"Seema Dental College and Hospital, Rishikesh",Rishikesh,Uttarakhand,nan,nan
Seethalakshmi Ramaswami College,Tiruchirappalli,Tamil Nadu,nan,nan
Selvam College of Technology,Namakkal,Tamil Nadu,nan,nan
Selvamm Arts and Science College,Namakkal,Tamil Nadu,nan,nan
Sengunthar Arts & Science College,Namakkal,Tamil Nadu,nan,nan
Sengunthar College of Engineering,Tiruchengode,Tamil Nadu,nan,nan
Sengunthar Engineering College,Tiruchengode,Tamil Nadu,nan,nan
Senthamil College,Madurai,Tamil Nadu,nan,nan
Seshadripuram Degree College,Mysuru,Karnataka,nan,nan
"Seth Chunilal Amarchand Bohra Law College, Raichur",Raichur,Karnataka,nan,nan
"Seth G B Podar PG College, Nawalgarh",Jhunjhunun,Rajasthan,nan,nan
Seth Jai Parkash Mukand Lal Institute of Engineering & Technology,Yamunanagar,Haryana,nan,nan
"Seth Kesrimal Podwal Arts and Science college, Kamptee",Nagpur,Maharashtra,nan,nan
Seth Phoolchand Agrawal Smriti College Nawapara Rajim,Raipur,Chhattisgarh,nan,nan
"Seth Vishambhar Nath Institute of Engineering & Technology, Barabanki",Bara Banki,Uttar Pradesh,nan,nan
Sethu Institute of Technology,Virudhunagar,Tamil Nadu,nan,nan
"Sethupathi Government Arts College, Ramanathapuram",Ramanathapuram,Tamil Nadu,nan,nan
Shadan College of Engineering & Technology,Hyderabad,Telangana,nan,nan
Shah And Anchor Kutchhi Engineering College,Mumbai Suburban,Maharashtra,nan,nan
Shah N. H. Commerce College,Valsad,Gujarat,nan,nan
Shaheed Bhagat Singh College (Evening),Delhi,Delhi,nan,nan
Shaheed Bhagat Singh State University,Firozepur,Punjab,nan,nan
Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,nan,nan
Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,nan,nan
Shahid Mangal Pandey Government Mahila Mahavidyalaya,Meerut,Uttar Pradesh,nan,nan
"Shambhunath Institute of Engineering and Technology , Allahabad",PRAYAGRAJ,Uttar Pradesh,nan,nan
"Shankarlal Agarwal Science College, Salkesa",Gondiya,Maharashtra,nan,nan
"Shankarlal Khandelwal Arts, Science and Commerce College, Akola.",Akola,Maharashtra,nan,nan
Shankarrao Patil Mahavidyalaya,Bhoom,Maharashtra,nan,nan
Shanmuga Industries Arts & Science College,Tiruvannamalai,Tamil Nadu,nan,nan
Shanmuganathan Engineering College,Pudukkottai,Tamil Nadu,nan,nan
Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,nan,24
Shanmugha Arts Science Technology & Research Academy ,Thanjavur,Tamil Nadu,nan,nan
Shantaben Manubhai Patel Institute Architecture and Interior Design,Anand,Gujarat,nan,nan
Shantaram Potdukhe College of Law,Chandrapur,Maharashtra,nan,nan
Shantilal Shah Engineering College,Bhavnagar,Gujarat,nan,nan
Sharad Institute of Technology College of Engineering,Kolhapur,Maharashtra,nan,nan
"Sharad Pawar Arts Commerce College, Gadchandur",Gadchandur,Maharashtra,nan,nan
Sharadchandra Pawar Mahavidyalaya,Lonand,Maharashtra,nan,nan
Sharda University,Greater Noida,Uttar Pradesh,164,nan
Sharnbasva University,Kalaburagi,Karnataka,nan,nan
"SheshadhripuramFirst Grade College, Yelahanka New Town",Bengaluru,Karnataka,nan,nan
"Sheshadripuram Arts, Science & Commerce College, Sheshadripuram",Bangalore,Karnataka,nan,nan
"Sheshadripuram Evening College,Sheshadripuram",Bangalore,Karnataka,nan,nan
"Sheshadripuram Institute of Commerce & Management, Sheshadripuram",Bangalore,Karnataka,nan,nan
Sheshdripuram Academy of Busienss Study,Bangalore,Karnataka,nan,nan
Sheth P.T. Mahila College of Arts & Home Science,Surat,Gujarat,nan,nan
Sheth T J Education Societys Sheth Nanjibhai Khimjibhai Thakkar Thanawala College of Commerce and Sheth Jayantilal Tribhovandas Thanawala College of Arts and Science,Thane (W.),Maharashtra,nan,nan
"Shetkari Shikshan Prasarak Mandal`s Bhagwan Arts, Science & Commerce College, Ashti",Ashti,Maharashtra,nan,nan
"Shiksha Mandal`s Govindram seksaria College of Commerce, Wardha",Wardha,Maharashtra,nan,nan
"Shikshan Maharshi Bapuji Salunkhe Mahavidyalaya, Karad",Karad,Maharashtra,nan,nan
"Shikshan Prasarak Mandal`s Sahebrao Shankarrao Dhamdhere Art & Commerce College, Dist. Pune",Pune,Maharashtra,nan,nan
Shikshan Prasarak Mandal`s Smt. Ratnaprabhadevi Mohite Patil College of Home Science for Women,Akluj,Maharashtra,nan,nan
"Shikshan Prasarak Mandalis Sir Parshurambhau College Arts, Science & Commerce, Pune",Pune,Maharashtra,nan,nan
"Shikshan Prasarak Sanstha`s, Sangamner Nagarpalika Arts, D. J. Malpani Commerce and B. N. Sarda Science College",Ahmednagar,Maharashtra,nan,nan
Shikshan Prasark Mandals Ramnarain Ruia College Matunga Mumbai,Mumbai,Maharashtra,nan,nan
"Shikshan Vikas Mandals S H Kelkar College of Arts, Science and Commerce",Sindhudurg,Maharashtra,nan,nan
Shillong College,East Khasi Hills,Meghalaya,nan,nan
"Shirdi Sai Rural Institute`s Arts, Science & Commerce College, Rahata, Ahmednagar",Rahata,Maharashtra,nan,nan
"Shirur Shikshan Prasarak Mandal`s Chandmal Tarachand Bora Arts, Commerce & Science College, District Pune",Shirur Ghodnadi,Maharashtra,nan,nan
Shiv Nadar University,Dadri,Uttar Pradesh,nan,61
"Shivaji Arts, Commerce and Science College kannad",Kannad,Maharashtra,nan,nan
Shivaji College,Delhi,Delhi,nan,nan
Shivaji Law College,Parbhani,Maharashtra,nan,nan
"Shivaji Mahavidyalaya, Renapur",Latur,Maharashtra,nan,nan
"Shivaji Mahavidyalaya, Udgir",Udgir,Maharashtra,nan,nan
"Shivaraj College of Arts and Commerce & D.S. Kadam Science College, Gadhingla",Kolhapur,Maharashtra,nan,nan
"Shivshakti Arts, Commerce College",Babhulgaon,Maharashtra,nan,nan
Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,nan,96
Shree Chanakya Education Societys Indira College,Pune,Maharashtra,nan,nan
Shree Guru Gobind Singh Tricentenary University,Gurgaon,Haryana,nan,nan
Shree K.P. Dholakiya Infotech Mahila College - Amreli,Amreli,Gujarat,nan,nan
Shree M. L. Kakadiya MCA Mahila College,Amreli,Gujarat,nan,nan
Shree Rama Educational Society Group of Institutions,Tirupati,Andhra Pradesh,nan,nan
Shree Ramchandra College of Enginnering,Pune,Maharashtra,nan,nan
Shree Ramkrishna Institute of Computer Education & Applied Sciences,Surat,Gujarat,nan,nan
Shree Sateri Pissani Education Soceity`s Shri Gopal Gaonkar Memorial Goa Multi Faculty College,South Goa,Goa,nan,nan
"Shree Siddeshwar Government I Grade College, Nargund",Nargaund,Karnataka,nan,nan
Shree Swami Atmanand Saraswati Institute of Technology,Surat,Gujarat,nan,nan
Shree Venkateshwara Hi-Tech Engineering College,Erode,Tamil Nadu,nan,nan
Shreeyash Pratishthan`s Shreeyash College of Engineering and Technology,Aurangabad,Maharashtra,nan,nan
"Shri Ambabai Talim Sanstha's Sanjay Bhokre Group of Institutes, Miraj",Sangli,Maharashtra,nan,nan
"Shri Amolak Jain Vidya Prasarak Mandal`s Smt. Shantabai Kantilal Gandhi Arts, Amolak Science and Panalal Hiralal Gandhi Commerce College",Beed,Maharashtra,nan,nan
"Shri Asaramji Bhandwalder Arts, Commerce and Science College",Aurangabad,Maharashtra,nan,nan
"Shri B.M.Patil Medical College, Hospital & Research Centre",Vijayapura,Karnataka,nan,nan
Shri Baburao Patil College of Arts and Science Commerce,Solapur,Maharashtra,nan,nan
Shri Balasaheb Mane Shikshan Prasarak Mandal Ambap`s Ashokrao Mane Group of Institutions,Kolhapur,Maharashtra,nan,nan
"Shri Binzani City College, Umred road",Nagpur,Maharashtra,nan,nan
"Shri Chatrapati Shivaji Kala Mahavidyalaya , Asegaon Purna",Asegaon Purna,Maharashtra,nan,nan
"Shri Chhatrapati Shivaji Arts & Science College, Kallam",Kalamb,Maharashtra,nan,nan
Shri Chhatrapati Shivaji College,Dist. Osmanabad,Maharashtra,nan,nan
Shri Dadasaheb Rajale Education Sanstha`s Dada Patil Rajale Arts & Science College,Ahmednagar,Maharashtra,nan,nan
Shri Dnyanesh Mahavidyalaya,District Chandrapur,Maharashtra,nan,nan
"Shri Dr. R. G. Rathod Arts & Science College, Murtijapur",MURTIZAPUR,Maharashtra,nan,nan
Shri G. S. Institute of Techno,Indore,Madhya Pradesh,240,nan
Shri G. S. Institute of Technology & Science,Indore,Madhya Pradesh,nan,nan
Shri G.L.S. College Banmore,BANMORE,Madhya Pradesh,nan,nan
"Shri Govindrao Munghate Arts & Science College, Kurkheda",Gadchiroli,Maharashtra,nan,nan
Shri Guru Gobind Singhji Institute of Engineering and Technology,Nanded,Maharashtra,nan,nan
"Shri Guru Ram Rai(P.G.) College, Dehradun",Dehradun,Uttarakhand,nan,nan
"Shri Guru Teg Bhadur Khalsa College, Jabalpur",Jabalpur,Madhya Pradesh,nan,nan
"Shri Gurubudhi Swami Mahavidyalaya, Purna",Parbhani,Maharashtra,nan,nan
"Shri Hawagiswami College, Udgir",Udgir,Maharashtra,nan,nan
"Shri K M Mamani Government First Grade, Savadatti",Saundatti,Karnataka,nan,nan
Shri Krishnaswamy College for Women,Chennai,Tamil Nadu,nan,nan
Shri Labhubhai Trivedi Institute of Engineering and Technology,Rajkot,Gujarat,nan,nan
Shri Leuva Patel B.B.A. Mahila College-Amreli,Amreli,Gujarat,nan,nan
Shri M. V. & Smt. N. V. Virani Science College,Rajkot,Gujarat,nan,nan
Shri Madhwa Vadiraja Institute of Technology and Management,Bantakal,Karnataka,nan,nan
Shri Marutrao Ghule Patil Shikshan Sanstha`s Jijamata College of Science & Arts,Dnyaneshwarnagar,Maharashtra,nan,nan
Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,101,nan
Shri Morarji Ranchhodji Desai Arts College,Buhari (Virpor) -394630,Gujarat,nan,nan
"Shri Muktanand Arts, Science & Commerce College",Gangapur,Maharashtra,nan,nan
Shri Neminath Jain Brahmacharyashramas College of Engineering,Chandwad,Maharashtra,nan,nan
"Shri Neminath Jain Bramhacharyashram (Jain Gurukul's) Karmaveer Keshavlalji Harakchandji Abad Arts, Shriman Motilalji Giridharilalji Lodha Commerce and Shriman P.H. Jain Science College",Chandwad,Maharashtra,nan,nan
"Shri Pundalik Maharaj College, Nandura Rly",Nandura,Maharashtra,nan,nan
"Shri R. R. Lahoti Science College, Morshi",Amravati,Maharashtra,nan,nan
"Shri Radhakisan Lakshminarayan Toshniwal Science College, Akola",Akola,Maharashtra,nan,nan
Shri Ram College of Commerce,Delhi,Delhi,nan,nan
Shri Ram Institute of Technology,Jabalpur,Madhya Pradesh,nan,nan
Shri Ram Murti Smarak College of Engineering & Technology,Bareilly,Uttar Pradesh,nan,nan
"Shri Ram Murti Smarak College of Engineering Technology & Research, Bareilly",Bareilly,Uttar Pradesh,nan,nan
Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,146,nan
Shri Ramswaroop Memorial College of Engineering & Management,Lucknow,Uttar Pradesh,nan,nan
Shri Raosaheb Ramrao Patil Mahavidyalaya,Sangli,Maharashtra,nan,nan
"Shri Sant Gajanan Maharaj Engineering College, Shegaon.",Shegaon,Maharashtra,nan,nan
"Shri Sant Sawata Mali Gramin Mahavidyalaya (Art, Commerce & Sci.)",Aurangabad,Maharashtra,nan,nan
Shri Sathya Sai Medical College and Research Institute,Thiruporur Taluk -,Tamil Nadu,nan,nan
Shri Shahaji Chh. Mahavidyalaya,Dist. Kolhapur,Maharashtra,nan,nan
Shri Shankaracharya Institute of Professional Management & Technology,Raipur,Chhattisgarh,nan,nan
Shri Shankaracharya Mahavidyalaya,Bhilai,Chhattisgarh,nan,nan
Shri Shankaracharya Technical Campus,Bhilai,Chhattisgarh,nan,nan
Shri Shankarlal Sundarbai Shasun Jain College for Women,Chennai,Tamil Nadu,nan,nan
Shri Shikshayatan College,Kolkata,West Bengal,nan,nan
"Shri Shivaji Arts , Commerce College , Morshi Road, Amravati",Amravati,Maharashtra,nan,nan
"Shri Shivaji College of Arts, Commerce and Science",Akola,Maharashtra,nan,nan
"Shri Shivaji College, Parbhani",Parbhani,Maharashtra,nan,nan
Shri Shivaji Mahavidyalaya,Solapur,Maharashtra,nan,nan
"Shri Shivaji Science College , Morshi Road , Amravati.",Amravati,Maharashtra,nan,nan
"Shri Shivaji Science and Arts College, Chikhali",Chikhali,Maharashtra,nan,nan
"Shri Shivaji Vidya Prasarak Sanstha`s Late Bapusahed Shivajirao Deore College of Engineering, Dhule",Dhule,Maharashtra,nan,nan
"Shri Siddaramappa Basappa Mamdapur Arts/Science/Commerce/College, Badami",Badami,Karnataka,nan,nan
"Shri Swami Vivekanand Shikshan Prasarak Mandals Samajbhushan Ganpatrao Kalbhor Arts, Science & Commerce College, Dist.Pune",Lonikalbhor near Hadapsar,Maharashtra,nan,nan
Shri U P Arts & Smt MGP Science & Shri VLS Commerce College,PILVAI-382850,Gujarat,nan,nan
Shri Vaishnav Vidyapeeth Vishwavidyalaya,Indore,Madhya Pradesh,nan,nan
Shri Vijaysinha Yadav College,Kolhapur,Maharashtra,nan,nan
Shri Vile Parle Kelavani Mandal`s Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,Maharashtra,197,nan
"Shri Vile Parle Kelavani Mandals Usha Pravin Gandhi College of Management, Mumbai","Vile Parle (West),",Maharashtra,nan,nan
Shri Vile Parle Kelvani Mandal`s Mithibai College of Arts Chauhan Institute of Science and Amrutben Jivanlal College of Commerce and Economics,Mumbai,Maharashtra,nan,nan
Shri Vishnu Engineering Col,Bhimavaram,Andhra Pradesh,241,nan
Shri Vishnu Engineering College for Women,Bhimavaram,Andhra Pradesh,nan,nan
"Shri Vyanktesh Arts, Commerce College",Buldana,Maharashtra,nan,nan
Shri. M.D. Shah Mahila College of Arts & Commerce,Mumbai,Maharashtra,nan,nan
Shrimad Rajchandra Vidyapeeth,TALUKA - DHARAMPUR,Gujarat,nan,nan
Shrimant Babasaheb Deshmukh Mahavidyalaya,Atpadi,Maharashtra,nan,nan
Shrinathji Institute of Technology & Engineering,Nathdwara,Rajasthan,nan,nan
Shriram Institute of Information Technology,Paniv,Maharashtra,nan,nan
Shriram Kala Mahila Mahavidyalaya Dhamangon Rly Dist Amravati Maharashtra,Amravati,Maharashtra,nan,nan
Shroff S. R. Rotary Institute of Chemical Technology,Valia,Gujarat,nan,nan
Shyam Lal College,Delhi,Delhi,nan,nan
Shyam Lal College (Eve.),Delhi,Delhi,nan,nan
Shyama Prasad Mukherji College for Women,New delhi,Delhi,nan,nan
Shyamsundar College,Burdwan,West Bengal,nan,nan
Sibsagar College,Sivasagar,Assam,nan,nan
Siddaganga Institute of Technology,Tumkur,Karnataka,97,nan
Siddartha Educational Academy Group of Institutions (Integrated Campus),Tirupathi,Andhra Pradesh,nan,nan
Siddartha Institute of Science and Technology,Puttur,Andhra Pradesh,nan,nan
"Siddharth Arts, Commerce & Science College",Jafrabad,Maharashtra,nan,nan
Siddharth Institute of Engineering & Technology,Puttur,Andhra Pradesh,nan,nan
Siddhartha Institute of Engineering & Technology,Rangareddy,Telangana,nan,nan
Siddhartha Institute of Techno,Hyderabad,Telangana,293,nan
Siddhartha Institute of Technology & Science,Hyderabad,Telangana,nan,nan
Siddhivinayak Technical Campus,Shegaon,Maharashtra,nan,nan
"Sikkim Government Law College, Burtuk",Gangtok,Sikkim,28,nan
Sikkim Manipal Institute of Medical Sciences (SMIMS),Gangtok,Sikkim,nan,nan
Sikkim Manipal Institute of Tec,Rangpo,Sikkim,242,nan
Sikkim Manipal Institute of Technology (SMIT),Rangpo,Sikkim,nan,nan
Siksha `O` Anusandhan,nan,nan,18,nan
Siksha `O` Anusandhan,Bhubaneswar,Odisha,nan,16
Silapather College,Dhemaji,Assam,nan,nan
"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,161,nan
"Siliguri College, Darjeeling",Siliguri,West Bengal,nan,nan
Siliguri Institute Of Technology,Siliguri,West bengal,nan,nan
"Silli College, Silli",RANCHI,Jharkhand,nan,nan
Sillod Education Trust`s Nalanda College of B.C.A,Aurangabad,Maharashtra,nan,nan
Silver Jubilee Degree College (Autonomous),Kurnool,Andhra Pradesh,nan,nan
Sindhi College of Arts and Science,Chennai,Tamil Nadu,nan,nan
Sindhu Bharati Trusts Shri Sindh Thakurnath S S T College of Arts & Commerce,Ulhasnagar,Maharashtra,nan,nan
Sindhu College,Nagpur,Maharashtra,nan,nan
Sindri College,Dist. Dhanbad,Jharkhand,nan,nan
Singhbhum College,Purbi Singhbhum,Jharkhand,nan,nan
"Singur Government General Degree College, Singur, Hooghly",Hooghly,West Bengal,nan,nan
Sinhgad Academy of Engineering,Pune,Maharashtra,nan,nan
Sinhgad College of Engineering,Pune,Maharashtra,nan,nan
"Sinhgad Dental College & Hospital, Pune",Pune,Maharashtra,nan,nan
Sinhgad Technical Education Society`s SKN Sinhgad Institute of Technology and Science,Pune,Maharashtra,nan,nan
Sinhgad Technical Education Society`s Sinhgad Institute of Technology,Pune,Maharashtra,nan,nan
Sinhgad Technical Education Society`s Sinhgad Institute of Technology & Science,Pune,Maharashtra,nan,nan
Sipajhar College,Darrang,Assam,nan,nan
"Sipna College of Engineering and Technology, Amravati",Amravati,Maharashtra,nan,nan
Sir C R Reddy College,West Godavari,Andhra Pradesh,nan,nan
Sir C R Reddy College of Engineering,Eluru,Andhra Pradesh,nan,nan
Sir C. V. Raman Institute of Technology & Sciences,Tadipatri,Andhra Pradesh,nan,nan
"Sir M Visvesvaraya Institute of Technology, Bangalore",Bengaluru,Karnataka,nan,nan
Sir M.V. Government Science College,Shimoga,Karnataka,nan,nan
Sir Padmapat Singhania University,Udaipur,Rajasthan,nan,nan
Sir Syed College,Kannur,Kerala,nan,nan
Sir Theagaraya College,Chennai,Tamil Nadu,nan,nan
Sir Vishveshwaraiah Institute of Science & Technology,Chittoor,Andhra Pradesh,nan,nan
"Sitabai Kala Mahavidyalaya, Akola",AKOLA,Maharashtra,nan,nan
"Sitadevi Ratan Chand Nahar Adarsh College, 5th main Chamarjpet,Bangalore",BANGALORE-560 018,Karnataka,nan,nan
"Sivananda Sarma Memorial R. V. College, Bangalore",Bengaluru,Karnataka,nan,nan
"Smt Chandibai Himathmal Mansukhani College, Dist Thane",Thane,Maharashtra,nan,nan
"Smt Durga Devi Sharma Charitable Trusts Chandrabhan Sharma College of Arts Commerce & Science, Mumbai",POWAI,Maharashtra,nan,nan
Smt R M Prajapati Arts College Satlasana,Satlasana-,Gujarat,nan,nan
Smt Sindhutai Jadhao Arts and Science College Formerly known as Arts and Science Mahila College,,Maharashtra,nan,nan
Smt. Akkatai Ramgonda Patil Kanya Mahavidyalaya,Ichalkaranji,Maharashtra,nan,nan
Smt. Chandaben Mohanbhai Patel Institute of Computer Applications,Changa,Gujarat,nan,nan
Smt. K.R. College for Women,Rajahmundry,Andhra Pradesh,nan,nan
"Smt. Kamala & Vekappa M Agadi College of Engg. & Technology, Lakshmeshwara",Laxmeshwar,Karnataka,nan,nan
Smt. Kashibai Navale College of Engineering,Pune,Maharashtra,nan,nan
"Smt. Kesharbai Lahoti Mahavidyalaya,Morshi Road, Amravati",Amravati,Maharashtra,nan,nan
"Smt. Laxmibai Radhakisan Toshniwal Commerce College, Akola.",Akola,Maharashtra,nan,nan
Smt. Maniben M.P. Shah Women`s College of Arts and Commerce,Mumbai,Maharashtra,nan,nan
Smt. Manoramabai Mundle College of Architecture,Nagpur,Maharashtra,nan,nan
Smt. Mathubai Garware Kanya Mahavidyalaya,Sangli,Maharashtra,nan,nan
"Smt. NPS. Government Degree College for Women, CHITTOOR Urban",Chittoor,Andhra Pradesh,nan,nan
Smt. Nankibai Wadhwani Kala Mahavidyalaya,Yavatmal,Maharashtra,nan,nan
"Smt. Nathibai Damodar Thackersey Women's Univeristy, Mumbai",Mumbai,Maharashtra,nan,nan
"Smt. P.N. Doshi Women's College of Arts, Kum. U.R. Shah Women's College of Commerce & Dr. Smt. Nanavati Bhanuben Mahendra Women's College of Home Science",Mumbai -,Maharashtra,nan,nan
Smt. Radhadevi Goenka College for Women,Akola,Maharashtra,nan,nan
Smt. Surajdevi Ramchandra Mohata Mahila Mahavidyalaya,Khamgaon,Maharashtra,nan,nan
Smt. Veeramma Gangasiri College for Women Gulbarga,Gulbarga,Karnataka,nan,nan
"Smt.Kamladevi Gauridatta Mittal College of Arts and Commerce Marwari Vidyalaya, Mumbai",Mumbai,Maharashtra,nan,nan
Social Welfare Residential Government Degree College for Girls,Kalikiri,Andhra Pradesh,nan,nan
Social Welfare Residential Government Degree College for Girls,Vijayawada,Andhra Pradesh,nan,nan
Soma Subhadramma Ramangoud Arts & Commerce College for Women,Raichur,Karnataka,nan,nan
Sona College of Technology,Salem,Tamil Nadu,174,nan
Sonapur College,Kamrup M,Assam,nan,nan
Sonari College,Sivasagar,Assam,nan,nan
"Sonopant Dandekar Arts College S Apte Commerce and M H Mehta Science College, Dist Thane",Palghar,Maharashtra,nan,nan
"Sonubhau Baswant College of Arts & Commerce, Dist Thane",SHAHAPUR,Maharashtra,nan,nan
Sophia College for Women,Mumbai,Maharashtra,nan,nan
Sophia Girls College,Ajmer,Rajasthan,nan,nan
Soundarya Institute of Management & Science,Bangalore,Karnataka,nan,nan
Sourashtra College,Madurai,Tamil Nadu,nan,nan
South Calcutta Girls College,Kolkata,West Bengal,nan,nan
South East Manipur College,Chandel,Manipur,nan,nan
South Indian Education Society?s College of Commerce & Economics,Mumbai,Maharashtra,nan,nan
Sovarani Memorial College,HOWRAH,West Bengal,nan,nan
Sphoorthy Engineering College,Hyderabad,Telangana,nan,nan
Sree Ayyappa College for Women,Nagercoil,Tamil Nadu,nan,nan
"Sree Ayyappa College, Thiruvanvandoor, Chengannur",Alappuzha,Kerala,nan,nan
Sree Balaji Dental College & Hospital,Chennai,Tamil Nadu,29,nan
Sree Balaji Medical College and Hospital,Chennai,Tamil Nadu,nan,nan
Sree Buddha College Of Engineering For Women,Elavumthitta,Kerala,nan,nan
"Sree Buddha College of Engineering, Pattoor",Pattoor,Kerala,nan,nan
Sree Chaitanya College of Engineering,Karimnagar,Telangana,nan,nan
Sree Chaitanya Institute of Technological Sciences,Karimnagar,Telangana,nan,nan
Sree Chaitanya Mahavidyalaya,Barasat,West Bengal,nan,nan
"Sree Chitra Thirunal College of Engineering, Pappanamcode, Thiruvanthapuram",Thiruvananthapuram,Kerala,nan,nan
"Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananthapuram",nan,nan,9,nan
"Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala,nan,nan
Sree Dattha Group of Institutions,Hyderabad,Telangana,nan,nan
Sree Dattha Institute of Engineering and Science,R.R District,Telangana,nan,nan
"Sree Kerala Varma College, Thrissur",Thrissur,Kerala,nan,nan
"Sree Krishna College, Guruvayur",Thrissur,Kerala,nan,nan
Sree Narayana College,Sivagiri,Kerala,nan,nan
"Sree Narayana College for Women, Kollam",Kollam,Kerala,nan,nan
"Sree Narayana College, Chathannur",Kollam,Kerala,nan,nan
"Sree Narayana College, Chengannur",Chengannur,Kerala,nan,nan
"Sree Narayana College, Kollam",Kollam,Kerala,nan,nan
"Sree Narayana College, Thottada",Kannur,Kerala,nan,nan
Sree Narayana Guru College,Coimbatore,Tamil Nadu,nan,nan
Sree Rama Engineering College,Tirupati,Andhra Pradesh,nan,nan
Sree Ramu College of Arts and Science,Pollachi,Tamil Nadu,nan,nan
Sree Sakthi Engineering College,Coimbatore,Tamil Nadu,nan,nan
Sree Saraswathi Thiagaraja College,Coimbatore,Tamil Nadu,nan,nan
Sree Sastha Institute of Engineering and Technology,Chembarambakkam,Tamil Nadu,nan,nan
"Sree Sevugan Annamalai College, Devakottai",Sivaganga,Tamil Nadu,nan,nan
Sree Sowdambika College of Engineering,Aruppukottai,Tamil Nadu,nan,nan
Sree Venkateswara College of Engineering,Kodavaluru,Andhra Pradesh,nan,nan
"Sree Vidyadhi Raja N S S College, Kottayam",Kottayam,Kerala,nan,nan
Sree Vidyanikethan Engineering College,Tirupati,Andhra Pradesh,165,nan
Sreegopal Banerjee College,Hugli,West Bengal,nan,nan
Sreenidi Institute of Science &Technology,Rangareddy,Telangana,nan,nan
Sreenivasa Institute of Technology and Management Studies,Chittoor,Andhra Pradesh,nan,nan
Sreepada Degree College,Visakhapatnam,Andhra Pradesh,nan,nan
"Sreepathy Institute of Management & Technology, Vavanoor",Koottanad,Kerala,nan,nan
Sreyas Institute of Engineering & Technology,Hyderabad,Telangana,nan,nan
Sri A.S.N.M. Government College,Palakol,Andhra Pradesh,nan,nan
Sri Adichunchanagiri Women`s College,Theni,Tamil Nadu,nan,nan
Sri Akilandeshwari Women`s College,Vandavasi,Tamil Nadu,nan,nan
Sri Aurobindo College (Eve.),Delhi,Delhi,nan,nan
"Sri Balaji Society's Balaji College of Arts, Commerce and Science",Pune,Maharashtra,nan,nan
Sri Balaji Vidya Parishad Degree College,Gajuwaka,Andhra Pradesh,nan,nan
Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,nan,70
Sri Basara Degree College,Visakhapatnam,Andhra Pradesh,nan,nan
Sri Boddu Krishna Degree College,Vizianagaram,Andhra Pradesh,nan,nan
"Sri Channabasaveshwara Institute of Technology, Gubbi",Tumkur,Karnataka,nan,nan
"Sri Chintamani Arts Commerce College, Ghuggus",Chandrapur,Maharashtra,nan,nan
"Sri Chintamani Arts Commerce College, Ponbhurna",Pombhurna,Maharashtra,nan,nan
Sri DNR Government Degree college(W),Palakol,Andhra Pradesh,nan,nan
"Sri Devi Kumari Women's College, Kuzhithurai, Kanyakumari Dist",Kanniyakumari,Tamil Nadu,nan,nan
Sri Devraj Urs Academy of Higher Education and Research,Kolar,Karnataka,nan,nan
"Sri Dharmasthala Manjunatheshwara College, Ujire",Ujire,Karnataka,nan,nan
Sri Eshwar College of Engineering,Coimbatore,Tamil Nadu,nan,nan
Sri GVG Visalakshi College for Women,Tiruppur,Tamil Nadu,nan,nan
"Sri Gulab Singh Government Degree College, Dehradun",CHAKRATA,Uttarakhand,nan,nan
Sri Guraijada Apparao Government Degree College,Visakhapatnam,Andhra Pradesh,nan,nan
Sri Guru Gobind Singh College,Chandigarh,Chandigarh,nan,nan
Sri Guru Gobind Singh College of Commerce,Delhi,Delhi,nan,nan
Sri Guru Granth Sahib Wo,Fatehgarh Sahib,Punjab,294,nan
Sri Guru Granth Sahib World University,Fatehgarh Sahib,Punjab,nan,nan
"Sri Guru Hari Singh College, Sri Jiwan Nagar",Sirsa,Haryana,nan,nan
Sri Guru Nanak Dev Khalsa College,Delhi,Delhi,nan,nan
Sri Guru Ram Das Institute of Dental Sciences & Research,Amritsar,Punjab,nan,nan
Sri Guru Ram Das Institute of Medical Sciences & Research,Amritsar,Punjab,nan,nan
Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,nan,nan
